page_no,review_no,artist,album,genre,author,publish_date,bnm,cover_art,url
9,11,Roc Marciano,Marcielago,Rap,Pete Tosiello,December 7 2019,No,https://media.pitchfork.com/photos/5deaa663795ff5000938f76f/1:1/w_160/marcielago.jpg,/reviews/albums/roc-marciano-marcielago/
9,12,NoCap,The Hood Dictionary,Rap,Ben Dandridge-Lemco,December 5 2019,No,https://media.pitchfork.com/photos/5ddeda9f238c6f0008bc0a4c/1:1/w_160/hooddictionary.jpg,/reviews/albums/nocap-the-hood-dictionary/
10,1,03 Greedo,Netflix & Deal,Rap,Sheldon Pearce,December 5 2019,No,https://media.pitchfork.com/photos/5ddc4aa02ab68500085d526e/1:1/w_160/netflix.jpg,/reviews/albums/03-greedo-kenny-beats-netflix-and-deal/
10,2,Griselda,WWCD,Rap,Evan Rytlewski,December 4 2019,No,https://media.pitchfork.com/photos/5de6869ec43b7100080dda6b/1:1/w_160/wwcd.jpg,/reviews/albums/griselda-wwcd/
10,3,Tory Lanez,Chixtape 5,Rap,Dani Blum ,November 27 2019,No,https://media.pitchfork.com/photos/5dd6ff046133160008c642f0/1:1/w_160/torylanez.png,/reviews/albums/tory-lanez-chixtape-5/
10,4,Lil Peep,EVERYBODYÃƒÂ¢Ã‚â‚¬Ã‚â„¢S EVERYTHING,Rap,Nathan Smith,November 22 2019,No,https://media.pitchfork.com/photos/5dd2c9e83551170008d8d078/1:1/w_160/everybodyseverything.jpeg,/reviews/albums/lil-peep-everybodys-everything/
10,5,YNW BSlime,BABY GOAT,Rap,Alphonse Pierre,November 22 2019,No,https://media.pitchfork.com/photos/5dd2dbd12c290700080ad48d/1:1/w_160/babygoat.jpg,/reviews/albums/ynw-bslime-baby-goat/
10,6,Wiki,OOFIE,Rap,Matthew Ismael Ruiz,November 16 2019,No,https://media.pitchfork.com/photos/5dcb11a20e83ce0008cbb48c/1:1/w_160/woofie.jpg,/reviews/albums/wiki-oofie/
10,7,Doja Cat,Hot Pink,Rap,Lakin Starling,November 14 2019,No,https://media.pitchfork.com/photos/5dc5dfa3ddb62f0008c2dd14/1:1/w_160/hotpink.jpeg,/reviews/albums/doja-cat-hot-pink/
10,8,Rod Wave,Ghetto Gospel,Rap,Alphonse Pierre,November 13 2019,No,https://media.pitchfork.com/photos/5dc5edf6ddb62f0008c2dd17/1:1/w_160/ghettogospel.jpg,/reviews/albums/rod-wave-ghetto-gospel/
10,9,Medhane,Own Pace,Rap,Matthew Strauss,November 12 2019,No,https://media.pitchfork.com/photos/5dc97c83a972690008404686/1:1/w_160/IMG_3613.jpg,/reviews/albums/medhane-own-pace/
10,10,Gang Starr,One of the Best Yet,Rap,Sheldon Pearce,November 11 2019,No,https://media.pitchfork.com/photos/5dc1af2f70cbce00082b8bca/1:1/w_160/oneofthebest.jpeg,/reviews/albums/gang-starr-one-of-the-best-yet/
10,11,Westside Gunn,Hitler Wears Hermes 7,Rap,Reed Jackson,November 11 2019,No,https://media.pitchfork.com/photos/5dc3372919422100082f951c/1:1/w_160/westsidegunn.jpeg,/reviews/albums/westside-gunn-hitler-wears-hermes-7/
10,12,Clams Casino,Moon Trip Radio,Rap,Noah Yoo,November 9 2019,No,https://media.pitchfork.com/photos/5dc1c60f97386400095bc82e/1:1/w_160/Cover%203000px%20FRONT.png,/reviews/albums/clams-casino-moon-trip-radio/
11,1,ShittyBoyz BabyTron,Bin Reaper,Rap,Alphonse Pierre,November 6 2019,No,https://media.pitchfork.com/photos/5dbb10bca294dc0009cac07d/1:1/w_160/Babytron_binreaper.jpg,/reviews/albums/shittyboyz-babytron-bin-reaper/
11,2,Earl Sweatshirt,Feet of Clay,Rap,Sheldon Pearce,November 5 2019,Yes,https://media.pitchfork.com/photos/5dc0c1fac617e600080c519b/1:1/w_160/Feet%20of%20Clay.jpg,/reviews/albums/earl-sweatshirt-feet-of-clay/
11,3,Lil Peep,GOTH ANGEL SINNER EP,Rap,Evan Rytlewski,November 4 2019,No,https://media.pitchfork.com/photos/5dbc80bbd8e09f00087f6255/1:1/w_160/lilpeep_gothangelsinner.jpg,/reviews/albums/lil-peep-goth-angel-sinner-ep/
11,4,dead prez,LetÃƒÂ¢Ã‚â‚¬Ã‚â„¢s Get Free,Metal,Rawiya Kameir,November 3 2019,No,https://media.pitchfork.com/photos/5da4cd4d9ba6ff0008720fc3/1:1/w_160/deadprez.jpg,/reviews/albums/dead-prez-lets-get-free/
11,5,Lucki,Days B4 III,Rap,Alphonse Pierre,October 30 2019,No,https://media.pitchfork.com/photos/5db88597240be10008ccecb8/1:1/w_160/lucki.jpeg,/reviews/albums/lucki-days-b4-iii/
11,6,Kanye West,Jesus Is King,Rap,Rawiya Kameir,October 29 2019,No,https://media.pitchfork.com/photos/5db73da8fd8a1f0009ad5c80/1:1/w_160/jesusisking_kanye.jpg,/reviews/albums/kanye-west-jesus-is-king/
11,7,Gucci Mane,Woptober II,Rap,Dean Van Nguyen,October 24 2019,No,https://media.pitchfork.com/photos/5dae1e775b0efb00083e23a2/1:1/w_160/woptober2.jpeg,/reviews/albums/gucci-mane-woptober-ii/
11,8,Homeboy Sandman,Dusty,Rap,Sheldon Pearce,October 23 2019,No,https://media.pitchfork.com/photos/5da8da074ee18500086a37d4/1:1/w_160/dusty.jpeg,/reviews/albums/homeboy-sandman-dusty/
11,9,clipping.,There Existed an Addiction to Blood,Rap,Stephen Kearse,October 21 2019,No,https://media.pitchfork.com/photos/5da0b5d3240253000865df37/1:1/w_160/thereexisted.jpg,/reviews/albums/clipping-there-existed-an-addiction-to-blood/
11,10,Xanman,Broken,Rap,Nathan Smith,October 16 2019,No,https://media.pitchfork.com/photos/5d9cc7c62096e700086ffa52/1:1/w_160/xanman.jpg,/reviews/albums/xanman-broken/
11,11,Mavi,Let the Sun Talk,Rap,Sheldon Pearce,October 15 2019,No,https://media.pitchfork.com/photos/5d9f94e8240253000865de0a/1:1/w_160/letthesuntalk.jpg,/reviews/albums/mavi-let-the-sun-talk/
11,12,Czardust,The Ra(w) Material,Rap,Phillip Mlynar,October 15 2019,No,https://media.pitchfork.com/photos/5d9fa06b240253000865de43/1:1/w_160/rawmaterial.jpg,/reviews/albums/czardust-the-raw-material/
12,1,Lil Tjay,True 2 Myself,Rap,Alphonse Pierre,October 14 2019,No,https://media.pitchfork.com/photos/5d9f9257240253000865de07/1:1/w_160/lilTjay.jpg,/reviews/albums/lil-tjay-true-2-myself/
12,2,billy woods,Terror Management,Rap,Stephen Kearse,October 11 2019,No,https://media.pitchfork.com/photos/5d9bb13c2fc1930008a608ab/1:1/w_160/terrormanagement.jpg,/reviews/albums/billy-woods-terror-management/
12,3,Danny Brown,uknowhatimsayinÃƒâ€_Ã‚Â¿,Rap,Jayson Greene,October 7 2019,No,https://media.pitchfork.com/photos/5d966a7c979349000933d1b9/1:1/w_160/uknow.jpg,/reviews/albums/danny-brown-uknowhatimsayin/
12,4,Sheff G,The Unluccy Luccy Kid,Rap,Brian Josephs,October 5 2019,No,https://media.pitchfork.com/photos/5d9517f632a2270008955326/1:1/w_160/unluccy.jpg,/reviews/albums/sheff-g-the-unluccy-luccy-kid/
12,5,Young M.A,Herstory in the Making,Rap,Sheldon Pearce,October 3 2019,No,https://media.pitchfork.com/photos/5d8d33355c47170008d47e7b/1:1/w_160/youngma_herstory.jpg,/reviews/albums/young-ma-herstory-in-the-making/
12,6,DaBaby,KIRK,Rap,Alphonse Pierre,October 2 2019,No,https://media.pitchfork.com/photos/5d8d1a0f7b18ef000826ddc6/1:1/w_160/dababy_kirk.jpg,/reviews/albums/dababy-kirk/
12,7,Kevin Gates,IÃƒÂ¢Ã‚â‚¬Ã‚â„¢M HIM,Rap,Evan Rytlewski,October 2 2019,No,https://media.pitchfork.com/photos/5d92163442446e00087f7c12/1:1/w_160/kevingates_imhim.jpeg,/reviews/albums/kevin-gates-im-him/
12,8,Thaiboy Digital,Legendary Member,Rap,Nathan Smith,October 1 2019,No,https://media.pitchfork.com/photos/5d8d1c7c7610040009f9209f/1:1/w_160/thaiboy_legend.jpeg,/reviews/albums/thaiboy-digital-legendary-member/
12,9,Jack Harlow,Confetti,Rap,Alphonse Pierre,September 28 2019,No,https://media.pitchfork.com/photos/5d8bb75b5c47170008d47d86/1:1/w_160/harlow_confetti.jpeg,/reviews/albums/jack-harlow-confetti/
12,10,Sueco the Child,MISCREANT,Rap,Cat Zhang,September 25 2019,No,https://media.pitchfork.com/photos/5d88d75c21339a0008396926/1:1/w_160/sueco_miscreant.jpg,/reviews/albums/sueco-the-child-miscreant/
12,11,Sampa the Great,The Return,Rap,Marcus J. Moore,September 21 2019,No,https://media.pitchfork.com/photos/5d4d927497e3c8000869ef3c/1:1/w_160/sampathegreat_thereturn.jpg,/reviews/albums/sampa-the-great-the-return/
12,12,Ghostface Killah,Ghostface Killahs,Rap,Jonah Bromwich,September 20 2019,No,https://media.pitchfork.com/photos/5d768d5c2073fe00084eb230/1:1/w_160/ghostface_killahs.jpg,/reviews/albums/ghostface-killah-ghostface-killahs/
13,1,Hobo Johnson,The Fall of Hobo Johnson,Rap,Alphonse Pierre,September 19 2019,No,https://media.pitchfork.com/photos/5d77cab32073fe00084eb317/1:1/w_160/HoboJohnson_TheFallOfHoboJohnson.jpg,/reviews/albums/hobo-johnson-the-fall-of-hobo-johnson/
13,2,JPEGMAFIA,All My Heroes Are Cornballs,Rap,Stephen Kearse,September 18 2019,No,https://media.pitchfork.com/photos/5d77c33d2073fe00084eb2df/1:1/w_160/JPEGMAFIA_AllMyHeroesAreCornballs.jpg,/reviews/albums/jpegmafia-all-my-heroes-are-cornballs/
13,3,EarthGang,Mirrorland,Rap,Sheldon Pearce,September 14 2019,No,https://media.pitchfork.com/photos/5d76619f53e80c0008f437cc/1:1/w_160/earthgang_mirrorland.jpeg,/reviews/albums/earthgang-mirrorland/
13,4,IDK,Is He Real?,Rap,Sheldon Pearce,September 11 2019,No,https://media.pitchfork.com/photos/5d7179c013ff690008c6ef8b/1:1/w_160/IDK_IsHeReal.jpg,/reviews/albums/idk-is-he-real/
13,5,Post Malone,HollywoodÃƒÂ¢Ã‚â‚¬Ã‚â„¢s Bleeding,Rap,Jayson Greene,September 10 2019,No,https://media.pitchfork.com/photos/5d71762bc7531e0008f96fd8/1:1/w_160/postmalone_hollywoodsbleeding.jpg,/reviews/albums/post-malone-hollywoods-bleeding/
13,6,Lil Tecca,We Love You Tecca,Rap,Evan Rytlewski,September 10 2019,No,https://media.pitchfork.com/photos/5d7285360db1d10008f1fa96/1:1/w_160/weloveyoutecca_tecca.jpeg,/reviews/albums/lil-tecca-we-love-you-tecca/
13,7,Common,Let Love,Rap,Sheldon Pearce,September 5 2019,No,https://media.pitchfork.com/photos/5d644eab26e2b40009eed6d8/1:1/w_160/letlove_common.jpg,/reviews/albums/common-let-love/
13,8,JAY-Z,In My Lifetime, Vol. 1,Rap,Paul A. Thompson,September 1 2019,No,https://media.pitchfork.com/photos/5d48921d331bd7000859d724/1:1/w_160/jayz_life.jpg
13,9,Missy Elliott,Iconology EP,Rap,Stephen Kearse,August 31 2019,No,https://media.pitchfork.com/photos/5d63e980ff91290008241279/1:1/w_160/missy_iconology.jpeg,/reviews/albums/missy-elliott-iconology-ep/
13,10,Little Brother,May the Lord Watch,Rap,Marcus J. Moore,August 30 2019,No,https://media.pitchfork.com/photos/5d643a8a2dcbbc00099496bd/1:1/w_160/maythelordwatch.png,/reviews/albums/little-brother-may-the-lord-watch/
13,11,Cousin Stizz,Trying to Find My Next Thrill,Rap,Mehan Jayasuriya,August 29 2019,No,https://media.pitchfork.com/photos/5d5ed52d1ce1350009a5d653/1:1/w_160/tryingtofindmynextthrill.jpeg,/reviews/albums/cousin-stizz-trying-to-find-my-next-thrill/
13,12,Jidenna,85 to Africa,Pop/R&B,Rawiya Kameir,August 28 2019,No,https://media.pitchfork.com/photos/5d63f4ba2dcbbc0009949616/1:1/w_160/jidenna_85toAfrica.jpeg,/reviews/albums/jidenna-85-to-africa/
14,1,Rapsody,Eve,Rap,Sheldon Pearce,August 27 2019,No,https://media.pitchfork.com/photos/5d5ecbb98aeb9e0008ccf298/1:1/w_160/rapsody.jpeg,/reviews/albums/rapsody-eve/
14,2,Sean Paul,Dutty Rock,Rap,Anupa Mistry,August 25 2019,No,https://media.pitchfork.com/photos/5d6005aac7e6ee0009d81e86/1:1/w_160/SeanPeal_DuttyRock.jpg,/reviews/albums/sean-paul-dutty-rock/
14,3,BROCKHAMPTON,GINGER,Rap,Sheldon Pearce,August 23 2019,No,https://media.pitchfork.com/photos/5d5d998dff91290008240fd3/1:1/w_160/brockhampton_ginger.jpg,/reviews/albums/brockhampton-ginger/
14,4,Young Thug,So Much Fun,Rap,Alphonse Pierre,August 21 2019,Yes,https://media.pitchfork.com/photos/5d56cd92ffa2be0009947456/1:1/w_160/YoungThug_SoMuchFun.jpg,/reviews/albums/young-thug-so-much-fun/
14,5,Rick Ross,Port of Miami 2,Rap,Evan Rytlewski,August 14 2019,No,https://media.pitchfork.com/photos/5d3b5ea5e82cca0008d4d335/1:1/w_160/rickross_portofmiami2.jpg,/reviews/albums/rick-ross-port-of-miami-2/
14,6,Ugly God,Bumps & Bruises,Rap,Taylor Crumpton,August 14 2019,No,https://media.pitchfork.com/photos/5d4446f9b7933300085f826c/1:1/w_160/uglygod_bumps.jpeg,/reviews/albums/ugly-god-bumps-and-bruises/
14,7,Trippie Redd,!,Rap,Sheldon Pearce,August 13 2019,No,https://media.pitchfork.com/photos/5d405cfa87626200084cdbe3/1:1/w_160/trippieredd_cover.png,/reviews/albums/trippie-redd-exclamation-point/
14,8,Nef the Pharaoh,Mushrooms & Coloring Books,Rap,Dean Van Nguyen,August 12 2019,No,https://media.pitchfork.com/photos/5d4059242d5df30009bbaa88/1:1/w_160/nefthepharaoh_coloringbook.jpeg,/reviews/albums/nef-the-pharaoh-mushrooms-and-coloring-books/
14,9,NF,The Search,Rap,Evan Rytlewski,August 10 2019,No,https://media.pitchfork.com/photos/5d4864ac04c06a00092f65da/1:1/w_160/NF_TheSearch.jpg,/reviews/albums/nf-the-search/
14,10,Young Dolph,Dum and Dummer,Rap,Nathan Smith,August 8 2019,No,https://media.pitchfork.com/photos/5d3f02efe82cca0008d4d3b3/1:1/w_160/glockdolph_dumdummer.jpg,/reviews/albums/young-dolph-key-glock-dum-and-dummer/
14,11,tobi lou,Live on Ice,Rap,Colin Lodewick,August 8 2019,No,https://media.pitchfork.com/photos/5d3f60257943ca0008c1504f/1:1/w_160/950898.jpg,/reviews/albums/tobi-lou-live-on-ice/
14,12,Rich Brian,The Sailor,Rap,Nathan Reese,August 7 2019,No,https://media.pitchfork.com/photos/5d3b3b0e2d5df30009bba91e/1:1/w_160/RichBrian_TheSailor.jpg,/reviews/albums/rich-brian-the-sailor/
15,1,WHY?,AOKOHIO,Rap,Mehan Jayasuriya,August 7 2019,No,https://media.pitchfork.com/photos/5d409335e34bdc0008e73091/1:1/w_160/why_aokohio.jpg,/reviews/albums/why-aokohio/
15,2,Drake,Care Package,Rap,Corban Goble,August 6 2019,No,https://media.pitchfork.com/photos/5d446927b7933300085f827f/1:1/w_160/Drake_CarePackage.jpg,/reviews/albums/drake-care-package/
15,3,Cold Hart,Good Morning Cruel World,Rock,NM Mashurov,August 6 2019,No,https://media.pitchfork.com/photos/5d3f6265579b970008b0e5eb/1:1/w_160/goodmorning_coldhart.jpg,/reviews/albums/cold-hart-good-morning-cruel-world/
15,4,E-40,Practice Makes Paper,Rap,Matthew Ismael Ruiz,August 3 2019,No,https://media.pitchfork.com/photos/5d386d8595e03a000834d871/1:1/w_160/E-40_PracticeMakesPaper.jpg,/reviews/albums/e-40-practice-makes-paper/
15,5,Ajani Jones,Dragonfly,Rap,Stephen Kearse,August 3 2019,No,https://media.pitchfork.com/photos/5d3874cb42b8ff0009345fd7/1:1/w_160/AjaniJones_Dragonfly.jpg,/reviews/albums/ajani-jones-dragonfly/
15,6,Lil Durk,Love Songs 4 the Streets 2,Rap,Dean Van Nguyen,August 2 2019,No,https://media.pitchfork.com/photos/5d4106eda70850000924ebeb/1:1/w_160/lil-durk-love-songs-2.jpg,/reviews/albums/lil-durk-love-songs-4-the-streets-2/
15,7,Burna Boy,African Giant,Rap,Sheldon Pearce,August 1 2019,Yes,https://media.pitchfork.com/photos/5d3871460ad9a700092558ff/1:1/w_160/BurnaBoy_AfricanGiant.jpg,/reviews/albums/burna-boy-african-giant/
15,8,Pop Smoke,Meet the Woo,Rap,Alphonse Pierre,July 31 2019,No,https://media.pitchfork.com/photos/5d37241d1852280008e542c3/1:1/w_160/popsmoke_thewoo.png,/reviews/albums/pop-smoke-meet-the-woo/
15,9,BJ the Chicago Kid,1123,Rap,Evan Rytlewski,July 31 2019,No,https://media.pitchfork.com/photos/5d386931d260ed0008f5a124/1:1/w_160/BJtheChicagoKid_1123.jpg,/reviews/albums/bj-the-chicago-kid-1123/
15,10,Chance the Rapper,The Big Day,Rap,Sheldon Pearce,July 30 2019,No,https://media.pitchfork.com/photos/5d3f963c87626200084cdaa0/1:1/w_160/Chance-The-Rapper-The-Big-Day-1564418470-640x640.jpg,/reviews/albums/chance-the-rapper-the-big-day/
15,11,YBN Cordae,The Lost Boy,Rap,Will Schube,July 29 2019,No,https://media.pitchfork.com/photos/5d260a0498713d00083bb787/1:1/w_160/YBNCordae_LostBoy.png,/reviews/albums/ybn-cordae-the-lost-boy/
15,12,Teejayx6,Fraudulent Activity,Rap,Alphonse Pierre,July 26 2019,No,https://media.pitchfork.com/photos/5d39b63deefc47000891a9b0/1:1/w_160/Teejayx6_FraudulentActivity.jpg,/reviews/albums/teejayx6-fraudulent-activity/
16,1,Caleb Giles,Under the Shade,Rap,Dean Van Nguyen,July 26 2019,No,https://media.pitchfork.com/photos/5d3866fac0574f00088cc6ee/1:1/w_160/CalebGiles_UnderTheShade.jpg,/reviews/albums/caleb-giles-under-the-shade/
16,2,Iggy Azalea,In My Defense,Pop/R&B,Dani Blum ,July 25 2019,No,https://media.pitchfork.com/photos/5d30e22e1852280008e54091/1:1/w_160/IggyAzalea_InMyDefense.jpg,/reviews/albums/iggy-azalea-in-my-defense/
16,3,Nas,The Lost Tapes 2,Rap,Matthew Ismael Ruiz,July 24 2019,No,https://media.pitchfork.com/photos/5d2e3227132b5e0008d18f7e/1:1/w_160/Nas_TheLostTapes2.jpg,/reviews/albums/nas-the-lost-tapes-2/
16,4,Mase,Harlem World,Rap,Sheldon Pearce,July 21 2019,No,https://media.pitchfork.com/photos/5d30ab74beb5b10009a97f1c/1:1/w_160/Ma$e_HarlemWorld.jpg,/reviews/albums/mase-harlem-world/
16,5,Maxo Kream,Brandon Banks,Rap,Stephen Kearse,July 19 2019,Yes,https://media.pitchfork.com/photos/5d0796c7b6e2e3a51ec9d597/1:1/w_160/Maxo-Kream.jpg,/reviews/albums/maxo-kream-brandon-banks/
16,6,Big K.R.I.T.,K.R.I.T. IZ HERE,Rap,Evan Rytlewski,July 17 2019,No,https://media.pitchfork.com/photos/5d274db2cb5eef0009648e83/1:1/w_160/BigKRIT_KritIzHere.jpg,/reviews/albums/big-krit-krit-iz-here/
16,7,Key!,SO EMOTIONAL,Rap,Nazuk Kochhar,July 13 2019,No,https://media.pitchfork.com/photos/5d1cb61949bcdc0008fbc67e/1:1/w_160/Key!_SoEmotional.jpg,/reviews/albums/key-so-emotional/
16,8,Jaden Smith,ERYS,Rap,Reed Jackson,July 11 2019,No,https://media.pitchfork.com/photos/5d1cc1583046210009997097/1:1/w_160/Jaden_Erys.jpg,/reviews/albums/jaden-smith-erys/
16,9,Mr. MuthafuckinÃƒÂ¢Ã‚â‚¬Ã‚â„¢ eXquire,Mr. MuthafuckinÃƒÂ¢Ã‚â‚¬Ã‚â„¢ eXquire,Rap,Phillip Mlynar,July 11 2019,No,https://media.pitchfork.com/photos/5d237f5c49bcdc0008fbc7d4/1:1/w_160/MrMuthafuckineXquire_MrMuthafuckineXquire.jpg,/reviews/albums/mr-muthafuckin-exquire-mr-muthafuckin-exquire/
16,10,J Balvin,OASIS,Rap,Matthew Ismael Ruiz,July 3 2019,No,https://media.pitchfork.com/photos/5d1644fc82ada80008ddf311/1:1/w_160/badbunny_oasis.jpg,/reviews/albums/j-balvin-bad-bunny-oasis/
16,11,Freddie Gibbs,Bandana,Rap,Stephen Kearse,June 29 2019,No,https://media.pitchfork.com/photos/5ceed44185a35da0dae64b10/1:1/w_160/FreddieGibbs&Madlib_Bandana.jpg,/reviews/albums/freddie-gibbs-and-madlib-bandana/
16,12,MIKE,Tears of Joy,Rap,Alphonse Pierre,June 28 2019,Yes,https://media.pitchfork.com/photos/5d10e2f7c0b1609db547e04e/1:1/w_160/tearsofjoy_mike.jpg,/reviews/albums/mike-tears-of-joy/
17,1,PiÃƒÂ¢Ã‚â‚¬Ã‚â„¢erre Bourne,The Life of PiÃƒÂ¢Ã‚â‚¬Ã‚â„¢erre 4,Rap,Reed Jackson,June 28 2019,No,https://media.pitchfork.com/photos/5d0cf22cc0b16039d047de62/1:1/w_160/pierrebourne_thelifeof.png,/reviews/albums/pierre-bourne-the-life-of-pierre-4/
17,2,iLoveMakonnen,M3,Rap,Nathan Smith,June 26 2019,No,https://media.pitchfork.com/photos/5cf0133185a35d006be64d00/1:1/w_160/ILoveMakonnen_M3.jpg,/reviews/albums/ilovemakonnen-m3/
17,3,Lil Nas X,7 EP,Rap,Alphonse Pierre,June 21 2019,No,https://media.pitchfork.com/photos/5d091405303a816c21511bfc/1:1/w_160/7_LilNasX.jpg,/reviews/albums/lil-nas-x-7-ep/
17,4,Jean Deaux,Empathy EP,Rap,Michelle Kim,June 21 2019,No,https://media.pitchfork.com/photos/5cfe7bbef60560537e4d3564/1:1/w_160/Empathy_JeanDeaux.jpg,/reviews/albums/jean-deaux-empathy-ep/
17,5,Octavian ,Endorphins,Rap,Dean Van Nguyen,June 20 2019,No,https://media.pitchfork.com/photos/5d0128b2f443630848bcbbfd/1:1/w_160/Endorphins_Octavian.jpg,/reviews/albums/octavian-endorphins/
17,6,Lil Keed,Long Live Mexico,Rap,Alphonse Pierre,June 20 2019,No,https://media.pitchfork.com/photos/5d0405f6b25f8695ad4f773c/1:1/w_160/longlivemexico_lilkeed.jpg,/reviews/albums/lil-keed-long-live-mexico/
17,7,GoldLink,Diaspora,Rap,Sheldon Pearce,June 19 2019,No,https://media.pitchfork.com/photos/5cf156e22a3b7b6063fcc435/1:1/w_160/GoldLink-hq.jpg,/reviews/albums/goldlink-diaspora/
17,8,Future,SAVE ME EP,Rap,Reed Jackson,June 13 2019,No,https://media.pitchfork.com/photos/5cf983bf7790037e16dba205/1:1/w_160/SaveMe_Future.jpg,/reviews/albums/future-save-me-ep/
17,9,Polo G,Die a Legend,Rap,Sheldon Pearce,June 12 2019,Yes,https://media.pitchfork.com/photos/5d006ac2f605607c354d37aa/1:1/w_160/39fa1f0ccafe731f2ee88d0b98401aba.633x633x1.png,/reviews/albums/polo-g-die-a-legend/
17,10,Santi,Mandy & the Jungle,Global,Jonah Bromwich,June 5 2019,No,https://media.pitchfork.com/photos/5ce5675d93a53605e31ee058/1:1/w_160/Santi_MandyAndTheJungle.jpg,/reviews/albums/santi-mandy-and-the-jungle/
17,11,Denzel Curry,ZUU,Rap,Sheldon Pearce,June 4 2019,Yes,https://media.pitchfork.com/photos/5ce57eda5a46c20d1609878f/1:1/w_160/DenzelCurry_ZUU.jpg,/reviews/albums/denzel-curry-zuu/
17,12,Skepta,Ignorance Is Bliss,Rap,Will Pritchard,May 31 2019,No,https://media.pitchfork.com/photos/5ce6a9a35a46c2083c09889c/1:1/w_160/Skepta_IgnoranceIsBliss.jpg,/reviews/albums/skepta-ignorance-is-bliss/
18,1,Moneybagg Yo,43VA HEARTLESS,Rap,Will Schube,May 31 2019,No,https://media.pitchfork.com/photos/5ceeae315a46c2c40a098c87/1:1/w_160/MoneybaggYo_43vaHeartless.jpg,/reviews/albums/moneybagg-yo-43va-heartless/
18,2,Beast Coast,Escape From New York,Rap,Sheldon Pearce,May 30 2019,No,https://media.pitchfork.com/photos/5ced3e3693a5364ee11ee417/1:1/w_160/BeastCoast_EscapeFromNewYork.jpg,/reviews/albums/beast-coast-escape-from-new-york/
18,3,YG,4REAL 4REAL,Rap,Sheldon Pearce,May 24 2019,No,https://media.pitchfork.com/photos/5ce56603fa43fd24a406808c/1:1/w_160/YG_4REAL4REAL.jpg,/reviews/albums/yg-4real-4real/
18,4,Megan Thee Stallion,Fever,Rap,Taylor Crumpton,May 23 2019,No,https://media.pitchfork.com/photos/5cded6affa43fd05a9067eb4/1:1/w_160/MeganTheeStallion_Fever.jpg,/reviews/albums/megan-thee-stallion-fever/
18,5,DJ Khaled,Father of Asahd,Rap,Rawiya Kameir,May 22 2019,No,https://media.pitchfork.com/photos/5cdf17af93a53684191edd50/1:1/w_160/DJKhaled_FatherOfAsahd.jpg,/reviews/albums/dj-khaled-father-of-asahd/
18,6,Injury Reserve,Injury Reserve,Rap,Sheldon Pearce,May 22 2019,No,https://media.pitchfork.com/photos/5cc9eb93c13a450553e8223d/1:1/w_160/InjuryReserve_InjuryReserve.jpg,/reviews/albums/injury-reserve-injury-reserve/
18,7,slowthai,Nothing Great About Britain,Rap,Jazz Monroe,May 21 2019,Yes,https://media.pitchfork.com/photos/5cc0baf56ec60805a572c4c4/1:1/w_160/slowthai_NothingGreatAboutBritain.jpg,/reviews/albums/slowthai-nothing-great-about-britain/
18,8,Haviah Mighty,13th Floor,Rap,Max Mertens,May 21 2019,No,https://media.pitchfork.com/photos/5cd06258f2bde6eee4aac9b3/1:1/w_160/HaviahMighty_13thFloor.jpg,/reviews/albums/haviah-mighty-13th-floor/
18,9,Tyler, the Creator,IGOR,Rap,Matthew Strauss,May 20 2019,No,https://media.pitchfork.com/photos/5cdc17fc93a536921a1edb5e/1:1/w_160/Tyler-the-Creator-IGOR.jpg
18,10,Vince Staples,Stolen Youth,Rap,Stephen Kearse,May 12 2019,No,https://media.pitchfork.com/photos/5cc71c8e5a46c21f730973ef/1:1/w_160/VinceStaples_LarryFisherman_StolenYouth.jpg,/reviews/albums/vince-staples-larry-fisherman-stolen-youth/
18,11,Queen Key,Eat My Pussy Again,Rap,Michelle Kim,May 10 2019,No,https://media.pitchfork.com/photos/5cc0a87db5ea3a8439cc30b5/1:1/w_160/QueenKey_EatMyPussyAgain.jpg,/reviews/albums/queen-key-eat-my-pussy-again/
18,12,Young Nudy,SliÃƒÂ¢Ã‚â‚¬Ã‚â„¢merre,Rap,Sheldon Pearce,May 8 2019,No,https://media.pitchfork.com/photos/5cc0af6fb5ea3ac1a2cc30ec/1:1/w_160/YoungNudyPi'erreBourne_Sli'merre.jpg,/reviews/albums/young-nudy-pierre-bourne-slimerre/
19,1,BandGang Lonnie Bands,KOD,Rap,Alphonse Pierre,May 8 2019,No,https://media.pitchfork.com/photos/5cd1ec235a46c22682097b69/1:1/w_160/BandGangLonnieBands_KOD.jpg,/reviews/albums/bandgang-lonnie-bands-kod/
