page_no,review_no,artist,album,genre,author,publish_date,bnm,cover_art,url
79,11,The Underachievers,Evermore: The Art of Duality,Rap,Mosi Reeves,September 25 2015,No,https://media.pitchfork.com/photos/5929b059ea9e61561daa65e7/1:1/w_160/64093fc2.jpg,/reviews/albums/20998-evermore-the-art-of-duality/
79,12,T.I.,Da' Nic EP,Rap,Ernest Wilkins,September 24 2015,No,https://media.pitchfork.com/photos/5929b0f39d034d5c69bf4955/1:1/w_160/a9b5ddc8.png,/reviews/albums/21075-da-nic-ep/
80,1,Young Thug,Slime Season,Rap,David Drake,September 24 2015,No,https://media.pitchfork.com/photos/5929b11eea9e61561daa6723/1:1/w_160/4637f149.jpg,/reviews/albums/21099-slime-season/
80,2,Drake,What a Time to Be Alive,Rap,Sheldon Pearce,September 23 2015,No,https://media.pitchfork.com/photos/5929b12213d197565213a59e/1:1/w_160/725f9dcb.jpg,/reviews/albums/21102-what-a-time-to-be-alive/
80,3,DonMonique,Thirst Trap EP,Rap,Anupa Mistry,September 21 2015,No,https://media.pitchfork.com/photos/5929b02f13d197565213a40b/1:1/w_160/e1df9711.jpg,/reviews/albums/20954-thirst-trap-ep/
80,4,Blackalicious,Imani, Vol. 1,Rap,Sheldon Pearce,September 17 2015,No,https://media.pitchfork.com/photos/5929afd79d034d5c69bf479c/1:1/w_160/abbd9788.jpg
80,5,Travis Scott,Rodeo,Rap,Sheldon Pearce,September 16 2015,No,https://media.pitchfork.com/photos/5929b07ac0084474cd0c1c63/1:1/w_160/eae6dd69.jpg,/reviews/albums/21016-rodeo/
80,6,Rick Ross,Black Dollar,Rap,Jayson Greene,September 11 2015,No,https://media.pitchfork.com/photos/5929b08813d197565213a4a6/1:1/w_160/3c4b2e5b.jpg,/reviews/albums/21025-black-dollar/
80,7,Chinx,Welcome to JFK,Rap,Craig Jenkins,September 8 2015,No,https://media.pitchfork.com/photos/5929b0025e6ef95969321eda/1:1/w_160/338f7052.jpg,/reviews/albums/20924-welcome-to-jfk/
80,8,Verbal Kent,Anesthesia,Rap,J. Edward Keyes,September 4 2015,No,https://media.pitchfork.com/photos/5929aff3ea9e61561daa6537/1:1/w_160/1f83ed22.png,/reviews/albums/20932-anesthesia/
80,9,Method Man,The Meth Lab,Rap,Ian Cohen,September 3 2015,No,https://media.pitchfork.com/photos/5929b0075e6ef95969321ee1/1:1/w_160/cbb09730.jpg,/reviews/albums/21000-the-meth-lab/
80,10,Mick Jenkins,Wave[s],Rap,David Drake,August 21 2015,No,https://media.pitchfork.com/photos/5929affeea9e61561daa654e/1:1/w_160/442768ab.png,/reviews/albums/20922-mick-jenkins-waves/
80,11,2 Chainz,Trap-A-Velli Tre,Rap,Sheldon Pearce,August 19 2015,No,https://media.pitchfork.com/photos/5929b00513d197565213a3ad/1:1/w_160/f2c7995c.jpg,/reviews/albums/20926-trap-a-velli-tre/
80,12,Berner,Drought Season 3,Rap,David Drake,August 18 2015,No,https://media.pitchfork.com/photos/5929af9eea9e61561daa64aa/1:1/w_160/1b6f8e32.jpg,/reviews/albums/20844-drought-season-3/
81,1,Tunde Olaniran,Transgressor,Rap,Jia Tolentino,August 17 2015,No,https://media.pitchfork.com/photos/5929b01713d197565213a3d8/1:1/w_160/520371bb.jpg,/reviews/albums/20941-transgressor/
81,2,RetcH,Finesse the World,Rap,Sheldon Pearce,August 14 2015,No,https://media.pitchfork.com/photos/5929afd45e6ef95969321e83/1:1/w_160/5ff0f50c.jpg,/reviews/albums/20887-finesse-the-world/
81,3,Guilty Simpson,Detroit's Son,Rap,Marcus J. Moore,August 14 2015,No,https://media.pitchfork.com/photos/5929aff8ea9e61561daa6542/1:1/w_160/4043aa8a.jpg,/reviews/albums/20915-detroits-son/
81,4,Chief Keef,Bang 3,Rap,Winston Cook-Wilson,August 13 2015,No,https://media.pitchfork.com/photos/5929b003c0084474cd0c1b91/1:1/w_160/d810bc31.jpg,/reviews/albums/20925-bang-3/
81,5,Dej Loaf,AndSeeThatsTheThing EP,Rap,David Turner,August 11 2015,No,https://media.pitchfork.com/photos/5929afe0ea9e61561daa6519/1:1/w_160/36fd7c3f.jpg,/reviews/albums/20896-andseethatsthething-ep/
81,6,Dr. Dre,Compton,Rap,Jay Balfour,August 11 2015,Yes,https://media.pitchfork.com/photos/5929b00f5e6ef95969321ef0/1:1/w_160/8ef1a836.jpg,/reviews/albums/20935-compton/
81,7,Lil B,Free (Based Freestyles Mixtape),Rap,Winston Cook-Wilson,August 10 2015,No,https://media.pitchfork.com/photos/5929b0305e6ef95969321f26/1:1/w_160/3b1cc08e.png,/reviews/albums/20955-free-based-freestyles-mixtape/
81,8,Chris Crack,Public Domain 4,Rap,Winston Cook-Wilson,August 7 2015,No,https://media.pitchfork.com/photos/5929affcea9e61561daa6549/1:1/w_160/bf468792.jpg,/reviews/albums/20919-public-domain-4/
81,9,DJ Mustard,10 Summers: The Mixtape Vol. 1,Rap,Meaghan Garvey,August 5 2015,No,https://media.pitchfork.com/photos/5929afcfc0084474cd0c1b3b/1:1/w_160/4c04a425.jpg,/reviews/albums/20884-10-summers-the-mixtape-vol-1/
81,10,Warren G,Regulate...G Funk Era Part II EP,Rap,Jay Balfour,August 5 2015,No,https://media.pitchfork.com/photos/5929afe7b1335d7bf169a00c/1:1/w_160/a1e2f767.jpg,/reviews/albums/20901-warren-g-regulateg-funk-era-part-ii-ep/
81,11,Trae tha Truth,Tha Truth,Rap,Matthew Ramirez,August 4 2015,No,https://media.pitchfork.com/photos/5929afccc0084474cd0c1b32/1:1/w_160/8b9d4094.jpg,/reviews/albums/20882-tha-truth/
81,12,Migos,Yung Rich Nation,Rap,Craig Jenkins,July 31 2015,No,https://media.pitchfork.com/photos/5929af9dc0084474cd0c1ae0/1:1/w_160/2db9f289.jpg,/reviews/albums/20843-yung-rich-nation/
82,1,Gunplay,Living Legend,Rap,David Drake,July 30 2015,No,https://media.pitchfork.com/photos/5929af6b13d197565213a296/1:1/w_160/30c0a111.jpg,/reviews/albums/20807-living-legend/
82,2,ILLFIGHTYOU,CASHINTHEBATHROOM EP,Rap,Matthew Ramirez,July 27 2015,No,https://media.pitchfork.com/photos/5929af85ea9e61561daa647c/1:1/w_160/9272b928.png,/reviews/albums/20827-cashinthebathroom-ep/
82,3,Public Enemy,Man Plans God Laughs,Rap,Sheldon Pearce,July 27 2015,No,https://media.pitchfork.com/photos/5929afa09d034d5c69bf4742/1:1/w_160/b090d3c3.jpg,/reviews/albums/20846-man-plans-god-laughs/
82,4,Kool Keith,Time? Astonishing!,Rap,Mosi Reeves,July 23 2015,No,https://media.pitchfork.com/photos/5929af7813d197565213a2af/1:1/w_160/df0c2a62.png,/reviews/albums/20817-time-astonishing/
82,5,Future,Dirty Sprite 2,Rap,Meaghan Garvey,July 22 2015,Yes,https://media.pitchfork.com/photos/5929af6f5e6ef95969321dd1/1:1/w_160/3d56dd9d.jpg,/reviews/albums/20810-dirty-sprite-2/
82,6,Ty Money,Cinco De Money,Rap,David Drake,July 16 2015,No,https://media.pitchfork.com/photos/5929af179d034d5c69bf4665/1:1/w_160/8ff9d537.jpg,/reviews/albums/20745-cinco-de-money/
82,7,Quelle Chris,Innocent Country,Rap,Marcus J. Moore,July 14 2015,No,https://media.pitchfork.com/photos/5929af5ac0084474cd0c1a6f/1:1/w_160/c73e8d50.jpg,/reviews/albums/20795-innocent-country/
82,8,The Alchemist,Retarded Alligator Beats,Rap,Nate Patrin,July 14 2015,No,https://media.pitchfork.com/photos/5929af3bb1335d7bf1699eea/1:1/w_160/389d9fc6.jpg,/reviews/albums/20774-retarded-alligator-beats/
82,9,Chester Watson,Summer Mirage EP,Rap,Matthew Strauss,July 13 2015,No,https://media.pitchfork.com/photos/5929af38b1335d7bf1699ee5/1:1/w_160/c5bf4698.jpg,/reviews/albums/20772-chester-watson-summer-mirage-ep/
82,10,Lil Wayne,FWA,Rap,Matthew Ramirez,July 9 2015,No,https://media.pitchfork.com/photos/5929af5bea9e61561daa6435/1:1/w_160/36707d95.png,/reviews/albums/20796-fwa/
82,11,BeatKing,Houston 3 AM,Rap,Meaghan Garvey,July 8 2015,No,https://media.pitchfork.com/photos/5929af1eea9e61561daa63c5/1:1/w_160/054fe9e2.jpg,/reviews/albums/20751-houston-3-am/
82,12,Statik Selektah,Lucky 7,Rap,Jay Balfour,July 8 2015,No,https://media.pitchfork.com/photos/5929af2cc0084474cd0c1a17/1:1/w_160/c8ff9dd3.jpg,/reviews/albums/20762-lucky-7/
83,1,Ghostface Killah & Adrian Younge,Twelve Reasons to Die II,Rap,Sheldon Pearce,July 7 2015,No,https://media.pitchfork.com/photos/5929aefbb1335d7bf1699e83/1:1/w_160/4c752127.jpg,/reviews/albums/20722-twelve-reasons-to-die-ii/
83,2,Meek Mill,Dreams Worth More Than Money,Rap,Matthew Ramirez,July 6 2015,No,https://media.pitchfork.com/photos/5929af40ea9e61561daa6407/1:1/w_160/38819a43.jpg,/reviews/albums/20778-dreams-worth-more-than-money/
83,3,Tyga,The Gold Album: 18th Dynasty,Rap,Meaghan Garvey,July 1 2015,No,https://media.pitchfork.com/photos/5929af43c0084474cd0c1a3d/1:1/w_160/c247784f.jpg,/reviews/albums/20780-the-gold-album-18th-dynasty/
83,4,Lucki,X,Rap,Winston Cook-Wilson,June 30 2015,No,https://media.pitchfork.com/photos/5929af1dea9e61561daa63c1/1:1/w_160/0e891087.jpg,/reviews/albums/20750-x/
83,5,Boogie,The Reach,Rap,Jayson Greene,June 30 2015,No,https://media.pitchfork.com/photos/5929af34b1335d7bf1699edf/1:1/w_160/40f9cd4d.jpg,/reviews/albums/20768-the-reach/
83,6,London OÃƒÂ¢Ã‚â‚¬Ã‚â„¢Connor,OÃƒÂ¢Ã‚Ë†Ã‚â€ ,Rap,Miles Raymer,June 29 2015,No,https://media.pitchfork.com/photos/5929af0ac0084474cd0c19d4/1:1/w_160/8cd98a42.jpg,/reviews/albums/20733-london-oconnor-o/
83,7,Vince Staples,Summertime '06,Rap,Jayson Greene,June 29 2015,Yes,https://media.pitchfork.com/photos/5929aef7c0084474cd0c19be/1:1/w_160/97efc203.jpg,/reviews/albums/20719-summertime-06/
83,8,Main Attrakionz,808s and Dark Grapes III,Rap,Meaghan Garvey,June 26 2015,No,https://media.pitchfork.com/photos/5929aecf9d034d5c69bf45f0/1:1/w_160/204b9ebb.jpg,/reviews/albums/20690-808s-and-dark-grapes-iii/
83,9,Pete Rock,PeteStrumentals 2,Rap,Nate Patrin,June 25 2015,No,https://media.pitchfork.com/photos/5929ae419d034d5c69bf44e8/1:1/w_160/e49a1077.jpg,/reviews/albums/20574-petestrumentals-2/
83,10,Boosie Badazz,Touch Down 2 Cause Hell,Rap,Ernest Wilkins,June 12 2015,No,https://media.pitchfork.com/photos/5929aeb6b1335d7bf1699e0b/1:1/w_160/ddf6e7b8.png,/reviews/albums/20670-touch-down-2-cause-hell/
83,11,Donnie Trumpet & the Social Experiment,Surf,Pop/R&B,David Drake,June 5 2015,Yes,https://media.pitchfork.com/photos/5929aeabc0084474cd0c1938/1:1/w_160/04db1a45.jpg,/reviews/albums/20664-surf/
83,12,Kevin Gates,Murder for Hire EP,Rap,Winston Cook-Wilson,June 3 2015,No,https://media.pitchfork.com/photos/5929aea413d197565213a13e/1:1/w_160/8a9fd009.jpg,/reviews/albums/20659-murder-for-hire-ep/
84,1,Lil Durk,Remember My Name,Rap,Ernest Wilkins,June 2 2015,No,https://media.pitchfork.com/photos/5929ae3713d197565213a07a/1:1/w_160/7d0dd016.jpg,/reviews/albums/20564-remember-my-name/
84,2,A$AP Rocky,At.Long.Last.A$AP,Rap,Meaghan Garvey,May 29 2015,No,https://media.pitchfork.com/photos/5929aea713d197565213a144/1:1/w_160/ce403a0f.jpg,/reviews/albums/20661-atlonglastaap/
84,3,Gucci Mane,King Gucci,Rap,Sheldon Pearce,May 28 2015,No,https://media.pitchfork.com/photos/5929ae839d034d5c69bf456a/1:1/w_160/a536f444.jpg,/reviews/albums/20633-king-gucci/
84,4,Murs,Have a Nice Life,Rap,Marcus J. Moore,May 27 2015,No,https://media.pitchfork.com/photos/5929ae759d034d5c69bf4550/1:1/w_160/07e74215.jpg,/reviews/albums/20622-have-a-nice-life/
84,5,French Montana,Casino Life 2: Brown Bag Legend,Rap,David Turner,May 26 2015,No,https://media.pitchfork.com/photos/5929ae745e6ef95969321c56/1:1/w_160/fdc08dba.jpg,/reviews/albums/20621-casino-life-2-brown-bag-legend/
84,6,Dr. Yen Lo,Days With Dr. Yen Lo,Rap,Winston Cook-Wilson,May 26 2015,No,https://media.pitchfork.com/photos/5929ae349d034d5c69bf44cc/1:1/w_160/e9a51b53.jpg,/reviews/albums/20561-days-with-dr-yen-lo/
84,7,Bankroll Fresh,Life of a Hot Boy 2: Real Trapper,Rap,David Drake,May 14 2015,No,https://media.pitchfork.com/photos/5929addb9d034d5c69bf4431/1:1/w_160/58377f6a.jpg,/reviews/albums/20499-life-of-a-hot-boy-2-real-trapper/
84,8,Knxwledge,Hud Dreems,Rap,Marcus J. Moore,May 13 2015,No,https://media.pitchfork.com/photos/5929adebb1335d7bf1699cb0/1:1/w_160/728cea4f.jpg,/reviews/albums/20510-hud-dreems/
84,9,Snoop Dogg,Bush,Rap,Julian Kimble,May 13 2015,No,https://media.pitchfork.com/photos/5929ad8ac0084474cd0c1736/1:1/w_160/10a9e818.jpg,/reviews/albums/20435-bush/
84,10,Jazz Cartier,Marauding in Paradise,Rap,Anupa Mistry,May 5 2015,No,https://media.pitchfork.com/photos/5929ae2fc0084474cd0c185e/1:1/w_160/cfc6ca84.jpg,/reviews/albums/20556-marauding-in-paradise/
84,11,Chief Keef,Almighty DP,Rap,David Drake,May 4 2015,No,https://media.pitchfork.com/photos/5929addfc0084474cd0c17d5/1:1/w_160/5023ddf1.jpeg,/reviews/albums/20502-almighty-dp/
84,12,Oddisee,The Good Fight,Rap,Marcus J. Moore,May 1 2015,No,https://media.pitchfork.com/photos/5929ad56c0084474cd0c16e6/1:1/w_160/a80bc5b2.jpg,/reviews/albums/20397-the-good-fight/
85,1,Towkio,.Wav Theory,Rap,Matthew Strauss,April 30 2015,No,https://media.pitchfork.com/photos/5929ae155e6ef95969321bbd/1:1/w_160/2e66e544.jpg,/reviews/albums/20536-wav-theory/
85,2,Yelawolf,Love Story,Rap,Jay Balfour,April 28 2015,No,https://media.pitchfork.com/photos/5929ae115e6ef95969321bb1/1:1/w_160/3edb598f.jpg,/reviews/albums/20531-love-story/
85,3,Sasha Go Hard,Nutty World 2,Rap,B. David Zarley,April 27 2015,No,https://media.pitchfork.com/photos/5929add5b1335d7bf1699c8c/1:1/w_160/ee154b23.jpg,/reviews/albums/20494-nutty-world-2/
85,4,Jeremiah Jae,The Night Took Us in Like Family,Rap,Anupa Mistry,April 24 2015,No,https://media.pitchfork.com/photos/5929ada6b1335d7bf1699c37/1:1/w_160/4ed5f8e5.jpg,/reviews/albums/20456-jeremiah-jae-lorange-the-night-took-us-in-like-family/
85,5,Young Thug,Barter 6,Rap,Meaghan Garvey,April 24 2015,Yes,https://media.pitchfork.com/photos/5929ae0e13d197565213a03b/1:1/w_160/06f9da6e.jpg,/reviews/albums/20529-barter-6/
85,6,Roach Gigz,The Float,Rap,Winston Cook-Wilson,April 23 2015,No,https://media.pitchfork.com/photos/5929ae0dea9e61561daa61f1/1:1/w_160/096d1bc3.jpg,/reviews/albums/20528-the-float/
85,7,KMD,Black Bastards,Rap,kris ex,April 17 2015,Yes,https://media.pitchfork.com/photos/5929ad3fc0084474cd0c16bd/1:1/w_160/6596a805.jpg,/reviews/albums/20382-black-bastards/
85,8,Tyler, the Creator,Cherry Bomb,Rap,Matthew Ramirez,April 17 2015,No,https://media.pitchfork.com/photos/5929add313d1975652139fcc/1:1/w_160/eadbaa73.jpg
85,9,Rome Fortune,loloU,Rap,Sheldon Pearce,April 13 2015,No,https://media.pitchfork.com/photos/5929ad65c0084474cd0c16f9/1:1/w_160/a693255e.jpg,/reviews/albums/20406-lolou/
85,10,iLoveMakonnen,Drink More Water 5,Rap,Jamieson Cox,April 13 2015,No,https://media.pitchfork.com/photos/5929adbd5e6ef95969321b21/1:1/w_160/2a8a929d.jpg,/reviews/albums/20473-drink-more-water-5/
85,11,Curren$y,Pilot Talk III,Rap,Julian Kimble,April 10 2015,No,https://media.pitchfork.com/photos/5929adb4b1335d7bf1699c4d/1:1/w_160/890e087e.jpg,/reviews/albums/20466-pilot-talk-iii/
85,12,Young Fathers,White Men Are Black Men Too,Rap,Jia Tolentino,April 9 2015,No,https://media.pitchfork.com/photos/5929ad4d9d034d5c69bf4348/1:1/w_160/c44f4eaf.jpg,/reviews/albums/20391-white-men-are-black-men-too/
86,1,Sicko Mobb,Super Saiyan Vol. 2,Rap,Meaghan Garvey,April 8 2015,No,https://media.pitchfork.com/photos/5929adba9d034d5c69bf4402/1:1/w_160/aa41439d.png,/reviews/albums/20470-super-saiyan-vol-2/
86,2,Ludacris,Ludaversal,Rap,Rawiya Kameir,April 3 2015,No,https://media.pitchfork.com/photos/5929ad345e6ef95969321a36/1:1/w_160/a0e58819.jpg,/reviews/albums/20373-ludaversal/
86,3,T-Pain,The Iron Way,Rap,Matthew Ramirez,April 2 2015,No,https://media.pitchfork.com/photos/5929ad8eb1335d7bf1699c09/1:1/w_160/a13c9e47.jpg,/reviews/albums/20438-the-iron-way/
86,4,Wale,The Album About Nothing,Rap,Claire Lobenfeld,April 2 2015,No,https://media.pitchfork.com/photos/5929ad7dea9e61561daa6107/1:1/w_160/3bf75029.jpg,/reviews/albums/20425-the-album-about-nothing/
86,5,Death Grips,Jenny Death,Experimental,Andy O'Connor,March 31 2015,No,https://media.pitchfork.com/photos/5929ada013d1975652139f78/1:1/w_160/dd1f5ecb.jpg,/reviews/albums/20451-jenny-death/
86,6,Ratking,700 Fill EP,Rap,Craig Jenkins,March 27 2015,No,https://media.pitchfork.com/photos/5929ad1913d1975652139e9f/1:1/w_160/908c458d.jpg,/reviews/albums/20355-700-fill-ep/
86,7,Future,56 Nights,Rap,Sheldon Pearce,March 27 2015,No,https://media.pitchfork.com/photos/5929ad7cb1335d7bf1699be8/1:1/w_160/b2597073.jpg,/reviews/albums/20424-56-nights/
86,8,Father,Who's Gonna Get Fucked First?,Rap,Meaghan Garvey,March 25 2015,No,https://media.pitchfork.com/photos/5929ad6e9d034d5c69bf437b/1:1/w_160/325efc30.jpg,/reviews/albums/20413-whos-gonna-get-fucked-first/
86,9,Action Bronson,Mr. Wonderful,Rap,Jordan Sargent,March 25 2015,No,https://media.pitchfork.com/photos/5929ad62c0084474cd0c16f6/1:1/w_160/8977f2a3.jpg,/reviews/albums/20404-mr-wonderful/
86,10,Earl Sweatshirt,I Don't Like Shit, I Don't Go Outside,Rap,Winston Cook-Wilson,March 24 2015,No,https://media.pitchfork.com/photos/5929ad7ac0084474cd0c1720/1:1/w_160/6283beab.jpg
86,11,Maxo Kream,Maxo 187,Rap,Sheldon Pearce,March 19 2015,No,https://media.pitchfork.com/photos/5929ad1bea9e61561daa6066/1:1/w_160/5b2abdaf.jpg,/reviews/albums/20356-maxo-187/
86,12,Kendrick Lamar,To Pimp a Butterfly,Rap,Craig Jenkins,March 19 2015,Yes,https://media.pitchfork.com/photos/5929ad4cea9e61561daa60ba/1:1/w_160/d47a5880.jpg,/reviews/albums/20390-to-pimp-a-butterfly/
87,1,Tree,Trap Genius,Rap,Winston Cook-Wilson,March 18 2015,No,https://media.pitchfork.com/photos/5929ad0013d1975652139e7b/1:1/w_160/398b6f1e.png,/reviews/albums/20337-trap-genius/
87,2,Two-9,B4FRVR,Rap,David Turner,March 16 2015,No,https://media.pitchfork.com/photos/5929acdeea9e61561daa5ff6/1:1/w_160/b86a8aa2.jpg,/reviews/albums/20318-b4frvr/
87,3,White Gzus,Stackin' N Mackin' Vol. 2,Rap,David Drake,March 13 2015,No,https://media.pitchfork.com/photos/5929acc8b1335d7bf1699aac/1:1/w_160/b5c80823.jpg,/reviews/albums/20301-stackin-n-mackin-vol-2/
87,4,Mo Kolours,How I (Rhythm Love Affair) EP,Rap,Marcus J. Moore,March 12 2015,No,https://media.pitchfork.com/photos/5929acfac0084474cd0c1656/1:1/w_160/ecd72da9.jpg,/reviews/albums/20333-how-i-rhythm-love-affair-ep/
87,5,Heems,Eat Pray Thug,Rap,Jayson Greene,March 11 2015,No,https://media.pitchfork.com/photos/5929acd013d1975652139e23/1:1/w_160/fbf1cb95.jpg,/reviews/albums/20307-eat-pray-thug/
87,6,Cannibal Ox,Blade of the Ronin,Rap,Winston Cook-Wilson,March 10 2015,No,https://media.pitchfork.com/photos/5929acf3b1335d7bf1699af5/1:1/w_160/19cf8eca.jpg,/reviews/albums/20327-blade-of-the-ronin/
87,7,OG Maco,15 EP,Rap,Sheldon Pearce,March 9 2015,No,https://media.pitchfork.com/photos/5929acdd13d1975652139e3c/1:1/w_160/f20ffd54.jpg,/reviews/albums/20317-15-ep/
87,8,Chief Keef,Sorry 4 the Weight,Rap,Jayson Greene,February 27 2015,No,https://media.pitchfork.com/photos/5929acae13d1975652139df0/1:1/w_160/7ea58ad4.jpg,/reviews/albums/20281-sorry-4-the-weight/
87,9,Hodgy,Dena Tape 2,Rap,Jonah Bromwich,February 26 2015,No,https://media.pitchfork.com/photos/5929acc7ea9e61561daa5fca/1:1/w_160/86a5fc9d.jpg,/reviews/albums/20300-dena-tape-2/
87,10,Big Sean,Dark Sky Paradise,Rap,Jordan Sargent,February 25 2015,No,https://media.pitchfork.com/photos/5929ac5f9d034d5c69bf419a/1:1/w_160/89f5370c.jpg,/reviews/albums/20220-dark-sky-paradise/
87,11,Drake,If You're Reading This It's Too Late,Rap,Craig Jenkins,February 17 2015,Yes,https://media.pitchfork.com/photos/5929aca113d1975652139dd7/1:1/w_160/a8c69ffb.jpg,/reviews/albums/20271-if-youre-reading-this-its-too-late/
87,12,Ghostface Killah,Sour Soul,Rap,Nate Patrin,February 16 2015,No,https://media.pitchfork.com/photos/5929ac3ac0084474cd0c14f8/1:1/w_160/cdeb5d7f.jpg,/reviews/albums/20196-sour-soul/
88,1,Ne-Yo,Non-Fiction,Rap,Evan Rytlewski,February 10 2015,No,https://media.pitchfork.com/photos/5929ac6a9d034d5c69bf41ae/1:1/w_160/63ce9afa.jpeg,/reviews/albums/20228-non-fiction/
88,2,Joey Bada$$,B4.DA.$$,Rap,Nate Patrin,February 3 2015,No,https://media.pitchfork.com/photos/5929abfbc0084474cd0c1489/1:1/w_160/68e4094a.jpg,/reviews/albums/20146-joey-bada-b4da/
88,3,Vic Spencer,The Cost of Victory,Rap,Winston Cook-Wilson,January 30 2015,No,https://media.pitchfork.com/photos/5929ac4bea9e61561daa5ee3/1:1/w_160/f9aa3ed3.png,/reviews/albums/20207-the-cost-of-victory/
88,4,Lil Wayne,Sorry 4 the Wait 2,Rap,Renato Pagnani,January 30 2015,No,https://media.pitchfork.com/photos/5929ac2c9d034d5c69bf4148/1:1/w_160/a39ad990.png,/reviews/albums/20186-sorry-4-the-wait-2/
88,5,Future,Beast Mode,Rap,Craig Jenkins,January 29 2015,No,https://media.pitchfork.com/photos/5929ac10b1335d7bf1699961/1:1/w_160/4caea212.jpg,/reviews/albums/20166-future-beast-mode/
88,6,Doomtree,All Hands,Rap,Nate Patrin,January 27 2015,No,https://media.pitchfork.com/photos/5929ab9513d1975652139c26/1:1/w_160/7a88d68e.jpg,/reviews/albums/20070-all-hands/
88,7,Trinidad James,No One Is $afe,Rap,David Turner,January 26 2015,No,https://media.pitchfork.com/photos/5929ac1e9d034d5c69bf412e/1:1/w_160/e40d6b66.jpg,/reviews/albums/20176-no-one-is-afe/
88,8,Young L,Final Fantasy,Rap,Meaghan Garvey,January 22 2015,No,https://media.pitchfork.com/photos/5929ac06b1335d7bf1699958/1:1/w_160/603c68cc.jpeg,/reviews/albums/20154-final-fantasy/
88,9,Lupe Fiasco,Tetsuo & Youth,Rap,Jayson Greene,January 22 2015,No,https://media.pitchfork.com/photos/5929abea13d1975652139ca6/1:1/w_160/ecabec1f.jpg,/reviews/albums/20133-tetsuo-youth/
88,10,Leather Corduroys,Season,Rap,Winston Cook-Wilson,January 20 2015,No,https://media.pitchfork.com/photos/5929ac00c0084474cd0c1495/1:1/w_160/9a83ed94.jpg,/reviews/albums/20150-season/
88,11,Mike WiLL Made-It,Ransom,Rap,David Drake,January 16 2015,No,https://media.pitchfork.com/photos/5929abe1c0084474cd0c1451/1:1/w_160/51a0cdb6.jpg,/reviews/albums/20125-ransom/
88,12,Rae Sremmurd,SremmLife,Rap,Corban Goble,January 16 2015,No,https://media.pitchfork.com/photos/5929abd1b1335d7bf1699900/1:1/w_160/452c117c.jpg,/reviews/albums/20113-sremmlife/
89,1,Mike Jones,Money Train,Rap,Jayson Greene,January 15 2015,No,https://media.pitchfork.com/photos/5929abcd5e6ef959693217f7/1:1/w_160/e4c6ccfd.jpg,/reviews/albums/20109-money-train/
89,2,Tut,Preacher's Son,Rap,David Turner,January 14 2015,No,https://media.pitchfork.com/photos/5929abe05e6ef95969321819/1:1/w_160/f0b48b2a.jpg,/reviews/albums/20124-preachers-son/
89,3,Kevin Gates,Luca Brasi 2,Rap,Jayson Greene,January 13 2015,No,https://media.pitchfork.com/photos/5929ab855e6ef9596932177d/1:1/w_160/49e8796e.jpg,/reviews/albums/20059-luca-brasi-2/
89,4,Death Grips,Fashion Week,Experimental,Nate Patrin,January 13 2015,No,https://media.pitchfork.com/photos/5929abc3c0084474cd0c1411/1:1/w_160/ee6e8115.jpg,/reviews/albums/20102-fashion-week/
89,5,Chief Keef,Nobody,Rap,Meaghan Garvey,January 12 2015,No,https://media.pitchfork.com/photos/5929abafb1335d7bf16998b5/1:1/w_160/6a583e4f.jpg,/reviews/albums/20087-nobody/
89,6,Nicki Minaj,The Pinkprint,Rap,Meaghan Garvey,December 16 2014,No,https://media.pitchfork.com/photos/5929ab84c0084474cd0c13af/1:1/w_160/6e18c0bd.jpg,/reviews/albums/20058-the-pinkprint/
89,7,Shy Glizzy,Law 3: Now or Never,Rap,David Turner,December 11 2014,No,https://media.pitchfork.com/photos/5929ab8ac0084474cd0c13bc/1:1/w_160/f99c3f59.jpg,/reviews/albums/20062-law-3-now-or-never/
89,8,A$AP Ferg,Ferg Forever,Rap,Corban Goble,December 11 2014,No,https://media.pitchfork.com/photos/5929ab76ea9e61561daa5d74/1:1/w_160/6702acc7,/reviews/albums/20048-ferg-forever/
89,9,J. Cole,2014 Forest Hills Drive,Rap,Craig Jenkins,December 11 2014,No,https://media.pitchfork.com/photos/5929ab805e6ef9596932176d/1:1/w_160/620dbc4d.jpg,/reviews/albums/20054-2014-forest-hills-drive/
89,10,The Jacka,What Happened to the World,Rap,David Drake,December 10 2014,No,https://media.pitchfork.com/photos/5929ab72ea9e61561daa5d6d/1:1/w_160/fe9f8881.jpg,/reviews/albums/20045-what-happened-to-the-world/
89,11,Ghostface Killah,36 Seasons,Rap,Ian Cohen,December 10 2014,No,https://media.pitchfork.com/photos/5929ab7cc0084474cd0c13a1/1:1/w_160/49ef3ea4.png,/reviews/albums/20052-36-seasons/
89,12,Big K.R.I.T.,Cadillactica,Rap,Jonah Bromwich,December 3 2014,No,https://media.pitchfork.com/photos/5929ab569d034d5c69bf3fe7/1:1/w_160/0323b06e.jpg,/reviews/albums/20029-big-krit-cadillactica/
90,1,Wu-Tang Clan,A Better Tomorrow,Rap,Craig Jenkins,December 3 2014,No,https://media.pitchfork.com/photos/5929ab6cb1335d7bf169983f/1:1/w_160/81e49713.jpg,/reviews/albums/20043-wu-tang-clan-a-better-tomorrow/
