id,title,year,mpaa_rating,rating_sex_nudity,rating_violence_gore,rating_language
3275,Monkey Kingdom,2015,G,2,3,0
3276,Monkey Trouble,1994,PG,1,1,0
3277,Monsieur Lazhar,2011,PG-13,1,4,4
3278,Monster,2018,R,1,5,8
3279,"Monster Calls, A",2016,PG-13,1,4,1
3280,Monster House,2006,PG,3,6,1
3281,Monster Hunter,2020,PG-13,1,7,4
3282,Monster-in-Law,2005,PG-13,4,3,4
3283,Monster’s Ball,2001,R,9,6,6
3284,"Monsters, Inc.",2001,G,1,4,1
3285,Monsters University,2013,G,1,3,1
3286,Monsters vs. Aliens,2009,PG,2,3,2
3287,Monster Trucks,2017,PG,1,3,1
3288,Monte Carlo,2011,PG,2,2,3
3289,Monty Python’s Life of Brian,1979,R,6,5,5
3290,"Monuments Men, The",2014,PG-13,2,5,5
3291,Moon,2009,R,5,7,8
3292,Moonlight,2016,R,6,5,7
3293,Moonlight Mile,2002,PG-13,3,3,5
3294,Moonrise Kingdom,2012,PG-13,5,4,3
3295,Moonstruck,1987,PG,5,2,4
3296,Morgan,2016,R,1,6,5
3297,Morning Glory,2010,PG-13,6,3,5
3298,Mortal Engines,2018,PG-13,1,6,3
3299,"Mortal Instruments, The: City of Bones",2013,PG-13,3,6,4
3300,Mortal Kombat,1995,PG-13,1,6,2
3301,Mortal Kombat,2021,R,1,8,10
3302,Mortal Kombat: Annihilation,1997,PG-13,1,7,1
3303,Mortdecai,2015,R,6,6,5
3304,"Most Violent Year, A",2014,R,3,5,8
3305,Most Wanted,1997,R,4,7,7
3306,Most Wanted,2020,R,4,5,10
3307,Mother!,2017,R,7,8,5
3308,Mother and Child,2009,R,8,3,5
3309,Motherhood,2009,PG-13,5,2,5
3310,Motherless Brooklyn,2019,R,4,6,10
3311,Mother’s Boys,1994,R,5,7,5
3312,Mother’s Day,2016,PG-13,4,3,5
3313,"Mothman Prophecies, The",2002,PG-13,4,4,5
3314,"Motorcycle Diaries, The",2004,R,5,4,8
3315,Moulin Rouge,2001,PG-13,5,4,3
3316,"Mountain Between Us, The",2017,PG-13,5,5,5
3317,Mousehunt,1997,PG,3,3,2
3318,Movie 43,2013,R,9,8,10
3319,Mowgli: Legend of the Jungle,2018,PG-13,1,6,1
3320,Moxie,2021,PG-13,3,4,5
3321,Mozart’s Sister,2011,NR,5,3,4
3322,Mr. & Mrs. Smith,2005,PG-13,6,6,5
3323,Mr. Bean’s Holiday,2007,G,1,2,1
3324,Mr. Brooks,2007,R,7,8,8
3325,Mr. Deeds,2002,PG-13,3,4,5
3326,Mr. Holmes,2015,PG,1,3,1
3327,Mr. Jones,1993,R,4,4,7
3328,Mr. Magoo,1997,PG,1,4,1
3329,Mr. Magorium’s Wonder Emporium,2007,G,0,2,1
3330,Mr. Nice Guy,1998,PG-13,2,6,2
3331,Mr. Peabody & Sherman,2014,PG,1,3,1
3332,Mr. Popper’s Penguins,2011,PG,1,3,2
3333,Mr. Saturday Night,1992,R,0,1,6
3334,Mrs. Brown,1997,PG,2,2,1
3335,Mrs. Doubtfire,1993,PG-13,1,1,5
3336,Mrs. Winterbourne,1996,PG-13,3,2,5
3337,Mr. 3000,2004,PG-13,4,2,4
3338,Mr. Wonderful,1993,PG-13,4,2,5
3339,Mr. Woodcock,2007,PG-13,6,4,5
3340,Mr. Wrong,1996,PG-13,3,3,2
3341,Much Ado About Nothing,1993,PG-13,4,3,3
3342,Much Ado About Nothing,2013,PG-13,6,3,3
3343,Mud,2013,PG-13,3,5,5
3344,Mulan,1998,G,1,3,1
3345,Mulan,2020,PG-13,2,5,1
3346,"Mule, The",2018,R,5,5,8
3347,Mulholland Drive,2001,R,8,6,5
3348,Mulholland Falls,1996,R,6,6,5
3349,Multiplicity,1996,PG-13,3,1,3
3350,Mumford,1999,R,7,2,5
3351,"Mummy, The",1999,PG-13,3,6,3
3352,"Mummy, The",2017,PG-13,3,7,3
3353,"Mummy Returns, The",2001,PG-13,4,7,3
3354,"Mummy, The: Tomb of the Dragon Emperor",2008,PG-13,3,7,3
3355,Munich,2005,R,7,8,6
3356,"Muppet Christmas Carol, The",1992,G,0,1,0
3357,"Muppets, The",2011,PG,2,3,1
3358,Muppets from Space,1999,G,1,3,0
3359,Muppets Most Wanted,2014,PG,1,3,2
3360,Muppet Treasure Island,1996,G,0,3,1
3361,Murder at 1600,1997,R,5,6,5
3362,Murder By Numbers,2002,R,5,6,5
3363,Murder in the First,1995,R,4,7,7
3364,Murder Mystery,2019,PG-13,4,5,4
3365,Murder on the Orient Express,2017,PG-13,1,5,3
3366,Muriel’s Wedding,1995,R,3,2,5
3367,"Muse, The",1999,PG-13,4,1,3
3368,Music and Lyrics,2007,PG-13,5,1,3
3369,"Music Never Stopped, The",2011,PG,2,3,4
3370,Music of the Heart,1999,PG,2,2,3
3371,"Musketeer, The",2001,PG-13,3,6,2
3372,Must Love Dogs,2005,PG-13,6,2,4
3373,My All American,2015,PG,3,3,3
3374,My Baby’s Daddy,2003,PG-13,5,3,5
3375,My Best Friend’s Girl,2008,R,8,4,9
3376,My Best Friend’s Wedding,1997,PG-13,2,2,5
3377,My Best Worst Adventure,2021,NR,2,5,2
3378,My Big Fat Greek Wedding,2002,PG,3,2,3
3379,My Big Fat Greek Wedding 2,2016,PG-13,4,3,2
3380,My Bloody Valentine 3-D,2009,R,8,10,8
3381,My Boss’s Daughter,2003,PG-13,5,4,5
3382,My Boyfriend’s Back,1993,PG-13,4,5,3
3383,My Brother the Devil,2013,NR,6,6,10
3384,My Cousin Rachel,2017,PG-13,6,3,5
3385,My Cousin Vinny,1992,R,1,3,6
3386,My Dog Skip,2000,PG,0,4,3
3387,My Father the Hero,1994,PG,1,1,2
3388,My Favorite Martian,1999,PG,3,3,2
3389,My Fellow Americans,1996,PG-13,3,3,6
3390,My Giant,1998,PG,1,2,3
3391,My Girl 2,1994,PG,1,0,2
3392,My Life,1993,PG-13,2,0,5
3393,My Life in Ruins,2009,PG-13,6,3,4
3394,My Little Pony: A New Generation,2021,PG,0,2,1
3395,My Little Pony: The Movie,2017,PG,1,3,1
3396,My Sister’s Keeper,2009,PG-13,5,4,5
3397,My Soul to Take,2010,R,4,8,10
3398,My Spy,2020,PG-13,2,5,5
3399,"Mystery, Alaska",1999,R,5,4,7
3400,Mystery Men,1999,PG-13,3,5,3
3401,Mystic River,2003,R,7,8,10
3402,My Summer of Love,2005,R,7,4,7
3403,My Super Ex-Girlfriend,2006,PG-13,7,6,4
3404,"Myth of Fingerprints, The",1997,R,6,2,5
3405,My Week with Marilyn,2011,R,5,4,5
3406,Nacho Libre,2006,PG,3,4,3
3407,Naked Gun 33 1/3: The Final Insult,1994,PG-13,5,4,5
3408,"Namesake, The",2007,PG-13,5,3,3
3409,Nancy Drew,2007,PG,2,3,1
3410,Nancy Drew and the Hidden Staircase,2019,PG,2,4,2
3411,Nanny Diaries,2007,PG-13,4,3,5
3412,Nanny McPhee,2006,PG,2,3,3
3413,Nanny McPhee Returns,2010,PG,2,4,3
3414,Napoleon Dynamite,2004,PG,3,4,3
3415,Narc,2002,R,4,8,10
3416,National Champions,2021,R,5,2,10
3417,National Lampoon’s Adam and Eve,2005,R,8,4,6
3418,National Lampoon’s Loaded Weapon I,1993,PG-13,4,4,4
3419,National Lampoon’s Senior Trip,1995,R,3,2,5
3420,National Lampoon’s Van Wilder: The Rise of Taj,2006,R,8,2,5
3421,National Lampoon’s Vegas Vacation,1997,PG,2,2,3
3422,National Security,2003,PG-13,4,4,5
3423,National Treasure,2004,PG,2,4,1
3424,National Treasure: Book of Secrets,2007,PG,1,4,1
3425,"Nativity Story, The",2006,PG,2,4,0
3426,Natural Born Killers,1994,R,7,10,9
3427,Nebraska,2013,R,3,4,5
3428,Need For Speed,2014,PG-13,3,6,4
3429,Needful Things,1993,R,3,6,5
3430,Needle in a Timestack,2021,R,2,2,5
3431,"Negotiator, The",1998,R,1,6,8
3432,Neighbors,2014,R,9,6,10
3433,Neighbors 2: Sorority Rising,2016,R,7,6,10
3434,Neil Simon’s The Odd Couple II,1998,PG-13,1,2,5
3435,Nell,1994,PG-13,5,2,5
3436,Nerve,2016,PG-13,4,5,5
3437,"Net, The",1995,PG-13,2,4,5
3438,Never Back Down,2008,PG-13,4,6,5
3439,Never Been Kissed,1999,PG-13,4,2,3
3440,Never Die Alone,2004,R,8,8,10
3441,Never Let Me Go,2010,R,8,6,3
3442,Never Rarely Sometimes Always,2020,PG-13,5,4,4
3443,Never Talk to Strangers,1995,R,7,5,6
3444,"New Guy, The",2002,PG-13,4,4,5
3445,New In Town,2009,PG,5,4,4
3446,"New Mutants, The",2020,PG-13,2,6,5
3447,Newsies,1992,PG,1,1,0
3448,News of the World,2020,PG-13,1,5,3
3449,"Newton Boys, The",1998,PG-13,3,4,3
3450,"New World, The",2005,PG-13,4,6,1
3451,New Year’s Eve,2011,PG-13,5,3,5
3452,New York Minute,2004,PG,3,3,1
3453,Next,2007,PG-13,5,6,5
3454,"Next Best Thing, The",2000,PG-13,5,1,5
3455,Next Day Air,2009,R,7,8,10
3456,Next Friday,2000,R,6,4,10
3457,"Next Karate Kid, The",1994,PG,3,5,3
3458,Next Stop Wonderland,1998,R,3,1,6
3459,"Next Three Days, The",2010,PG-13,3,6,5
3460,"Nice Guys, The",2016,R,7,7,10
3461,Nicholas Nickleby,2002,PG,3,4,3
3462,Nick & Norah’s Infinite Playlist,2008,PG-13,7,4,5
3463,Night and the City,1992,R,4,3,5
3464,Night at the Museum,2006,PG,1,4,1
3465,Night at the Museum: Battle of the Smithsonian,2009,PG,2,3,1
3466,Night at the Museum: Secret of the Tomb,2014,PG,2,5,3
3467,"Night at the Roxbury, A",1998,PG-13,5,2,5
3468,"Night Before, The",2015,R,8,4,10
3469,Nightbooks,2021,TV-PG,0,4,3
3470,Nightcrawler,2014,R,3,7,9
3471,Night Falls on Manhattan,1997,R,2,5,8
3472,"Night Listener, The",2006,R,6,3,7
3473,Nightmare Alley,2021,R,5,6,6
3474,"Nightmare on Elm Street, A",2010,R,4,9,6
3475,Night on Earth,1992,R,3,0,6
3476,Night School,2018,PG-13,5,5,5
3477,Nights in Rodanthe,2008,PG-13,5,3,5
3478,Nightwatch,1998,R,7,8,7
3479,Night Watch,2004,R,6,9,6
3480,"Night We Never Met, The",1993,R,5,1,6
3481,Nim’s Island,2008,PG,2,4,1
3482,9,2009,PG-13,1,5,0
3483,Nine,2009,PG-13,6,3,3
3484,Nine Days,2020,R,1,4,6
3485,9/11,2017,R,1,4,6
3486,Nine Lives,2005,R,5,4,6
3487,Nine Lives,2016,PG,2,3,2
3488,Nine Months,1995,PG-13,3,2,5
3489,1917,2019,R,1,8,6
3490,90 Minutes in Heaven,2015,PG-13,1,5,1
3491,99 Homes,2015,R,3,6,10
3492,Ninja Assassin,2009,R,3,10,6
3493,"Ninth Gate, The",2000,R,6,6,5
3494,Noah,2014,PG-13,3,6,1
3495,Nobel Son,2008,R,8,7,7
3496,Nobody,2021,R,4,8,8
3497,Nobody’s Fool,1995,R,5,2,5
3498,Nobody’s Fool,2018,R,7,3,7
3499,Nobody Walks,2012,R,7,2,6
3500,No Country for Old Men,2007,R,1,9,5
3501,Nocturnal Animals,2016,R,7,8,10
3502,Nocturne,2020,NR,6,5,6
3503,No Escape,1994,R,1,7,3
3504,No Escape,2015,R,4,8,6
3505,No Good Deed,2014,PG-13,4,6,5
3506,Nomadland,2020,R,5,2,2
3507,No Man’s Land,2001,R,2,6,7
3508,Nona,2017,NR,5,4,5
3509,Non-Stop,2014,PG-13,1,5,5
3510,Norbit,2007,PG-13,5,4,4
3511,No Reservations,2007,PG,4,3,3
3512,Norman,2017,R,2,4,5
3513,Norm of the North,2016,PG,1,3,1
3514,North,1994,PG,1,2,2
3515,North Country,2005,R,7,5,6
3516,Northfork,2003,PG-13,3,4,4
3517,Norwegian Wood,2011,NR,8,4,5
3518,No Strings Attached,2011,R,8,3,6
3519,No Sudden Move,2021,R,2,6,10
3520,Not Another Teen Movie,2001,R,8,6,6
3521,Not Easily Broken,2009,PG-13,4,5,4
3522,"Notebook, The",2004,PG-13,6,4,4
3523,Notes on a Scandal,2006,R,7,3,6
3524,Not Fade Away,2012,R,6,3,8
3525,Nothing But the Truth,2008,R,6,6,7
3526,Nothing Like the Holidays,2008,PG-13,5,4,4
3527,Nothing to Lose,1997,R,3,4,9
3528,No Time to Die,2021,PG-13,4,7,5
3529,Notorious,2009,R,8,6,10
3530,"Notorious Bettie Page, The",2005,R,8,6,5
3531,Notting Hill,1999,PG-13,4,1,5
3532,"November Man, The",2014,NA,7,7,7
3533,Novitiate,2017,R,7,5,5
3534,Now and Then,1995,PG-13,2,3,4
3535,Nowhere to Run,1993,R,7,7,5
3536,Now You See Me,2013,PG-13,4,5,5
3537,Now You See Me 2,2016,PG-13,1,5,4
3538,"Number 23, The",2007,R,7,8,6
3539,"Nun, The",2018,R,1,7,2
3540,Nurse Betty,2000,R,6,8,10
3541,"Nutcracker, The",1993,G,1,1,0
3542,"Nutcracker and the Four Realms, The",2018,PG,1,3,1
3543,"Nut Job, The",2014,PG,1,3,2
3544,"Nut Job 2, The: Nutty by Nature",2017,PG,1,3,1
3545,"Nutty Professor, The",1996,PG-13,2,3,6
3546,Nutty Professor II: The Klumps,2000,PG-13,7,5,6
3547,O,2001,R,6,6,9
3548,"Oath, The",2018,R,2,7,10
3549,"Object of My Affection, The",1998,R,3,1,6
3550,Oblivion,2013,PG-13,4,6,5
3551,"O Brother, Where Art Thou?",2000,PG-13,4,5,4
3552,Observe and Report,2009,R,9,7,10
3553,Obsessed,2009,PG-13,6,6,4
3554,Obvious Child,2014,R,6,2,7
3555,Ocean’s 8,2018,PG-13,3,3,5
3556,Ocean’s Eleven,2001,PG-13,4,4,5
3557,Ocean’s Thirteen,2007,PG-13,5,5,4
3558,Ocean’s Twelve,2004,PG-13,3,4,5
3559,October Sky,1999,PG,1,2,3
3560,Oculus,2014,R,3,7,5
3561,"Odd Life Of Timothy Green, The",2012,PG,2,3,1
3562,Office Christmas Party,2016,R,8,4,10
3563,Office Killer,1997,R,1,10,6
3564,Office Space,1999,R,5,3,9
3565,Official Secrets,2019,R,3,3,7
3566,Off the Map,2005,PG-13,5,4,3
3567,Of Gods and Men,2011,PG-13,1,6,5
3568,Of Mice and Men,1992,PG,0,2,2
3569,"Oh in Ohio, The",2006,NR,8,1,6
3570,Old,2021,PG-13,5,6,5
3571,Oldboy,2013,R,8,9,8
3572,Old Dogs,2009,PG,4,4,4
3573,"Old Guard, The",2020,R,3,7,5
3574,"Old Man & the Gun, The",2018,PG-13,1,4,5
3575,Old School,2003,R,8,4,6
3576,Oliver and Company,1988,G,0,2,0
3577,Oliver Twist,2005,PG-13,2,5,3
3578,Olympus Has Fallen,2013,R,2,8,8
3579,"Omega Code, The",1999,PG-13,0,5,0
3580,"Omen, The",2006,R,1,8,5
3581,Once,2007,R,2,1,7
3582,Once Upon a Deadpool,2018,PG-13,5,6,5
3583,Once Upon a Forest,1993,G,0,1,0
3584,Once Upon a Time … in Hollywood,2019,R,4,7,10
3585,Once Upon a Time in Mexico,2003,R,5,9,7
3586,On Deadly Ground,1994,R,4,8,7
3587,"One, The",2001,PG-13,3,7,4
3588,"One and Only Ivan, The",2020,PG,0,3,1
3589,One Day,2011,PG-13,7,4,5
3590,One Direction: This Is Us,2013,PG,3,2,3
3591,One Fine Day,1996,PG,2,0,3
3592,One for the Money,2012,PG-13,5,5,4
3593,One Hour Photo,2002,R,6,4,6
3594,One Missed Call,2008,PG-13,4,7,4
3595,One Night at McCool’s,2001,R,8,6,8
3596,One Night in Miami,2020,R,1,4,7
3597,One Tough Cop,1998,R,3,5,10
3598,One True Thing,1998,R,2,1,6
3599,101 Dalmatians,1996,G,1,3,1
3600,102 Dalmatians,2000,G,1,4,2
3601,127 Hours,2010,R,4,8,6
3602,187,1997,R,4,8,8
3603,Only God Forgives,2013,R,6,10,5
3604,"Only Living Boy in New York, The",2017,R,5,2,6
3605,Only Lovers Left Alive,2014,R,5,5,7
3606,Only the Brave,2017,PG-13,4,5,5
3607,Only the Strong Survive,2003,PG-13,3,0,5
3608,Only You,1994,PG,3,2,0
3609,On the Basis of Sex,2018,PG-13,3,2,5
3610,On the Line,2001,PG,3,2,2
3611,On the Road,2012,R,9,3,6
3612,On the Rocks,2020,R,4,1,5
3613,Onward,2020,PG,1,3,1
3614,"Opening Act, The",2020,NR,5,3,9
3615,Open Range,2003,R,2,6,4
3616,Open Season,2006,PG,1,4,2
3617,Open Water,2004,R,6,7,6
3618,Operation Christmas Drop,2020,TV-G,2,1,1
3619,Operation Condor,1997,PG-13,2,5,2
3620,Operation Dumbo Drop,1995,PG,1,3,2
3621,Operation Finale,2018,PG-13,1,6,5
3622,Orange County,2002,PG-13,4,4,5
3623,"Oranges, The",2012,R,6,3,6
3624,Original Gangstas,1996,R,2,8,8
3625,"Original Kings of Comedy, The",2000,R,4,0,10
3626,Original Sin,2001,R,8,5,2
3627,Orphan,2009,R,8,9,6
3628,"Orphanage, The",2007,R,2,7,5
3629,Osmosis Jones,2001,PG,2,5,2
3630,"Other Boleyn Girl, The",2008,PG-13,7,6,3
3631,"Other Guys, The",2010,PG-13,5,6,5
3632,"Others, The",2001,PG-13,2,4,3
3633,"Other Sister, The",1999,PG-13,4,1,2
3634,"Other Son, The",2012,PG-13,3,5,5
3635,"Other Woman, The",2014,PG-13,5,4,5
3636,"Ottoman Lieutenant, The",2017,R,6,7,1
3637,Ouija,2014,PG-13,1,5,3
3638,Ouija: Origin of Evil,2016,PG-13,1,6,3
3639,Our Brand Is Crisis,2015,R,4,4,7
3640,Our Family Wedding,2010,PG-13,4,3,5
3641,Our Idiot Brother,2011,R,7,3,9
3642,Outbreak,1995,R,0,6,6
3643,Out Cold,2001,PG-13,5,4,5
3644,Outlaw King,2018,R,7,9,5
3645,Out of Sight,1998,R,5,6,10
3646,Out of the Furnace,2013,R,3,7,10
3647,Out of Time,2003,PG-13,6,5,4
3648,"Out-of-Towners, The",1999,PG-13,5,3,3
3649,"Outpost, The",2020,R,4,8,10
3650,Outside Providence,1999,R,4,4,10
3651,"Outsiders, The",1983,PG-13,3,5,4
3652,Outside the Wire,2021,R,2,7,10
3653,Out to Sea,1997,PG-13,3,1,4
3654,Overboard,2018,PG-13,5,3,4
3655,Overcomer,2019,PG,1,3,1
3656,Over Her Dead Body,2008,PG-13,5,3,4
3657,Overlord,2018,R,3,9,7
3658,Over the Hedge,2006,PG,2,3,2
3659,Over the Moon,2020,PG,1,3,1
3660,Oz The Great and Powerful,2013,PG,2,4,2
3661,Pacific Rim,2013,PG-13,2,7,4
3662,Pacific Rim: Uprising,2018,PG-13,2,5,4
3663,"Pacifier, The",2005,PG,3,4,3
3664,Paddington,2015,PG,1,3,1
3665,Paddington 2,2017,PG,1,3,1
3666,"Pagemaster, The",1994,G,0,3,0
3667,Paid in Full,2002,R,7,8,10
3668,Pain & Gain,2013,R,7,7,10
3669,Pain and Glory,2019,R,6,4,5
3670,"Painted Veil, The",2006,PG-13,6,5,1
3671,"Pallbearer, The",1996,PG-13,3,2,5
3672,Palmer,2021,R,7,5,8
3673,Palmetto,1998,R,4,5,7
3674,Palm Springs,2020,R,6,5,10
3675,Pan,2015,PG,2,4,3
3676,"Pandora Project, The",1998,R,2,6,6
3677,Pandorum,2009,R,2,8,8
3678,Panic Room,2002,R,2,7,10
3679,Pan’s Labyrinth,2006,R,2,8,5
3680,Panther,1995,R,3,8,9
3681,Paparazzi,2004,PG-13,5,6,4
3682,"Paper, The",1994,R,4,4,5
3683,"Paperboy, The",2012,R,8,7,10
3684,Paper Towns,2015,PG-13,4,3,4
3685,Papillon,2018,R,7,8,6
3686,Paradise Now,2005,PG-13,1,3,5
3687,Parallel Mothers,2021,R,6,4,2
3688,Paranoia,2013,PG-13,5,4,5
3689,Paranormal Activity,2009,R,4,6,8
3690,Paranormal Activity 2,2010,R,3,6,5
3691,Paranormal Activity 3,2011,R,5,6,6
3692,Paranormal Activity 4,2012,R,2,6,6
3693,Paranormal Activity: The Ghost Dimension,2015,R,3,7,8
3694,Paranormal Activity: The Marked Ones,2014,R,7,6,10
3695,ParaNorman,2012,PG,2,5,3
3696,Parasite,2019,R,5,6,7
3697,Parental Guidance,2012,PG,3,3,3
3698,"Parent Trap, The",1998,PG,2,2,1
3699,Pariah,2011,R,6,4,6
3700,Paris Can Wait,2017,PG,2,2,3
3701,Parker,2013,R,6,8,10
3702,Parkland,2013,PG-13,2,6,5
3703,Passed Away,1992,PG-13,2,1,5
3704,Passenger 57,1992,R,2,6,7
3705,Passengers,2016,PG-13,5,5,3
3706,Passing,2021,PG-13,2,5,4
3707,Passion of Mind,1999,PG-13,5,0,3
3708,"Passion of the Christ, The",2004,R,1,10,1
3709,Patch Adams,1998,PG-13,2,2,4
3710,Pathfinder,2007,R,3,9,1
3711,"Patriot, The",2000,R,2,10,2
3712,Patriots Day,2016,R,2,8,10
3713,Patti Cake$,2017,R,6,3,10
3714,Paul,2011,R,5,5,10
3715,"Paul, Apostle of Christ",2018,PG-13,1,5,2
3716,Paul Blart: Mall Cop,2009,PG,3,5,3
3717,Paul Blart: Mall Cop 2,2015,PG,2,4,1
3718,Paulie,1998,PG,0,1,1
3719,Pawn Sacrifice,2015,PG-13,4,3,5
3720,PAW Patrol: The Movie,2021,G,0,2,0
3721,Payback,1999,R,6,9,8
3722,Paycheck,2003,PG-13,4,5,4
3723,Pay It Forward,2000,PG-13,5,6,5
3724,PCU,1994,PG-13,3,2,5
3725,"Peacemaker, The",1997,R,0,6,6
3726,"Peanut Butter Falcon, The",2019,PG-13,3,5,5
3727,"Peanuts Movie, The",2015,G,1,1,1
3728,Pearl Harbor,2001,PG-13,4,6,4
3729,"Pebble and the Penguin, The",1995,G,1,3,1
3730,Pecker,1998,R,8,1,6
3731,Peeples,2013,PG-13,5,3,5
3732,Pelé: Birth of a Legend,2016,PG,1,3,1
3733,"Pelican Brief, The",1994,PG-13,2,5,1
3734,Penelope,2006,PG,1,3,2
3735,Penguin Bloom,2020,NR,3,4,3
3736,Penguins of Madagascar,2014,PG,2,3,2
3737,People Like Us,2012,PG-13,5,4,5
3738,"People vs. Larry Flynt, The",1997,R,8,3,8
3739,Peppermint,2018,R,3,8,8
3740,Percy Jackson and the Olympians: The Lightning Thief,2010,PG,3,6,3
3741,Percy Jackson: Sea of Monsters,2013,PG,1,5,3
3742,"Perez Family, The",1995,R,5,3,5
3743,"Perfect Family, The",2012,PG-13,4,4,3
3744,"Perfect Getaway, A",2009,R,6,9,7
3745,"Perfect Guy, The",2015,PG-13,6,6,5
3746,"Perfect Holiday, The",2007,PG,2,3,3
3747,"Perfect Man, The",2005,PG,4,2,1
3748,"Perfect Score, The",2004,PG-13,5,4,5
3749,"Perfect Storm, The",2000,PG-13,3,7,6
3750,Perfect Stranger,2007,R,8,7,9
3751,"Perfect World, A",1993,PG-13,4,5,4
3752,Perfume: The Story of a Murderer,2006,R,9,8,3
3753,"Perks of Being a Wallflower, The",2012,PG-13,6,4,5
3754,Permanent Midnight,1998,R,7,4,9
3755,"Personal History of David Copperfield, The",2019,PG,1,4,2
3756,"Pest, The",1997,PG-13,3,4,3
3757,Peter Pan,2003,PG,3,5,0
3758,Peter Rabbit,2018,PG,2,3,2
3759,Peter Rabbit 2: The Runaway,2021,PG,1,3,1
3760,Peter’s Friends,1993,NR,6,1,6
3761,Pete’s Dragon,2016,PG,1,3,1
3762,Pet Sematary,2019,R,4,8,5
3763,Pet Sematary II,1992,R,3,7,5
3764,"Phantom, The",1996,PG,2,5,2
3765,"Phantom of the Opera, The",2004,PG-13,4,5,2
3766,Phantom Thread,2017,R,3,3,6
3767,Phat Girlz,2006,PG-13,6,3,4
3768,Phenomenon,1996,PG,2,2,2
3769,Philadelphia,1994,PG-13,2,1,1
3770,Philomena,2013,PG-13,3,3,5
3771,Phineas and Ferb the Movie: Candace Against the Universe,2020,TV-G,1,3,1
3772,Phoenix Forgotten,2017,PG-13,1,4,4
3773,Phone Booth,2003,R,4,4,10
3774,"Photograph, The",2020,PG-13,5,1,5
3775,Pi,1998,R,1,4,6
3776,"Pianist, The",2002,R,2,8,5
3777,Picnic at Hanging Rock,1975,PG,3,1,0
3778,Picture Perfect,1997,PG-13,3,1,4
3779,Pieces of a Woman,2020,R,7,4,7
3780,Pig,2021,R,0,5,7
3781,Piglet’s Big Movie,2003,G,0,1,0
3782,Pina,2011,PG,3,1,1
3783,Pineapple Express,2008,R,5,7,10
3784,"Pink Cloud, The",2021,R,7,4,5
3785,"Pink Panther, The",1963,NR,4,3,2
3786,"Pink Panther, The",2006,PG,4,4,2
3787,"Pink Panther 2, The",2009,PG,4,4,3
3788,Pinocchio,2002,G,0,3,1
3789,Piranha 3D,2010,R,10,10,8
3790,Piranha 3DD,2012,R,8,10,7
3791,Pirate Radio,2009,R,7,3,8
3792,"Pirates, The! Band of Misfits",2012,PG,2,3,2
3793,Pirates of the Caribbean: At World’s End,2007,PG-13,4,7,3
3794,Pirates of the Caribbean: Dead Man’s Chest,2006,PG-13,3,7,2
3795,Pirates of the Caribbean: Dead Men Tell No Tales,2017,PG-13,4,7,3
3796,Pirates of the Caribbean: On Stranger Tides,2011,PG-13,4,6,4
3797,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,3,5,3
3798,"Pirates Who Don’t Do Anything, The: A Veggie Tales Movie",2008,G,0,3,1
3799,Pitch Black,2000,R,2,8,9
3800,Pitch Perfect,2012,PG-13,5,3,4
3801,Pitch Perfect 2,2015,PG-13,4,3,5
3802,Pitch Perfect 3,2017,PG-13,3,4,3
3803,Pixels,2015,PG-13,4,4,4
3804,"Place Beyond the Pines, A",2013,R,5,6,10
3805,Planes,2013,PG,1,3,2
3806,Planes: Fire and Rescue,2014,PG,1,3,1
3807,Planet 51,2009,PG,3,3,2
3808,Planet of the Apes,2001,PG-13,3,6,3
3809,"Platform, The",2019,TV-MA,5,8,7
3810,Playback,2012,R,7,8,8
3811,"Playboys, The",1992,PG-13,2,4,2
3812,"Player, The",1992,R,7,2,5
3813,Playing by Heart,1998,R,4,3,7
3814,Playing for Keeps,2012,PG-13,5,3,4
3815,Playing God,1997,R,3,8,8
3816,Playing with Fire,2019,PG,2,4,1
3817,Play It to the Bone,1999,R,8,7,10
3818,Playmobil: The Movie,2019,PG,1,3,1
3819,Pleasantville,1998,PG-13,5,1,5
3820,Please Give,2010,R,7,3,6
3821,"Pledge, The",2001,R,2,8,6
3822,Plunkett & Macleane,1999,R,5,7,7
3823,Pocahontas,1995,G,1,3,0
3824,Poetic Justice,1993,R,5,6,9
3825,Point Blank,2011,R,4,8,5
3826,Point Break,2015,PG-13,4,6,5
3827,Point of No Return,1993,R,5,6,6
3828,Pokémon Detective Pikachu,2019,PG,1,4,3
3829,Pokémon 4Ever,2002,G,1,3,0
3830,Pokémon Heroes,2002,G,2,2,0
3831,Pokémon the First Movie: Mewtwo Strikes Back,1999,G,0,4,0
3832,Pokémon: The Movie 2000,2000,G,1,3,1
3833,Pokémon 3: The Movie,2001,G,0,3,0
3834,"Polar Express, The",2004,G,0,3,0
3835,Polish Wedding,1998,PG-13,6,2,5
3836,Poltergeist,2015,PG-13,3,6,4
3837,Pompeii,2014,PG-13,2,7,2
3838,Poms,2019,PG-13,3,3,4
3839,POM Wonderful Presents: The Greatest Movie Ever Sold,2011,PG-13,4,1,5
3840,Ponyo,2009,G,0,3,2
3841,Pooh’s Heffalump Movie,2005,G,0,2,0
3842,Popstar: Never Stop Never Stopping,2016,R,8,4,10
3843,Poseidon,2006,PG-13,3,7,5
3844,Posse,1993,R,7,9,8
3845,Possession,2002,PG-13,4,2,4
3846,"Possession, The",2012,PG-13,3,7,3
