id,title,year,mpaa_rating,rating_sex_nudity,rating_violence_gore,rating_language
2709,"Kings of Summer, The",2013,R,4,4,6
2710,King’s Ransom,2005,PG-13,6,4,5
2711,"King’s Speech, The",2010,R,1,1,6
2712,Kinky Boots,2005,PG-13,3,3,5
2713,Kinsey,2004,R,10,4,7
2714,Kissing a Fool,1998,R,4,0,8
2715,"Kissing Booth 2, The",2020,TV-14,3,2,4
2716,Kissing Jessica Stein,2002,R,6,1,6
2717,"Kiss Kiss, Bang Bang",2005,R,8,7,10
2718,Kiss of Death,1995,R,6,8,8
2719,Kiss of the Dragon,2001,R,6,8,7
2720,Kiss the Girls,1997,R,3,7,6
2721,"Kitchen, The",2019,R,5,7,10
2722,"Kite Runner, The",2007,PG-13,6,6,3
2723,Kit Kittredge: An American Girl,2008,G,1,3,1
2724,Klown,2012,R,10,4,8
2725,Knight and Day,2010,PG-13,4,7,5
2726,"Knight’s Tale, A",2001,PG-13,4,6,4
2727,Knives Out,2019,PG-13,2,5,5
2728,K-19: The Widowmaker,2002,PG-13,3,4,2
2729,Knockaround Guys,2002,R,1,7,10
2730,Knocked Up,2007,R,9,5,10
2731,Knowing,2009,PG-13,1,7,4
2732,Kong: Skull Island,2017,PG-13,2,7,5
2733,K-PAX,2001,PG-13,3,6,5
2734,Krampus,2015,PG-13,1,5,5
2735,Krippendorf’s Tribe,1998,PG-13,4,2,3
2736,Kubo and the Two Strings,2016,PG,0,4,1
2737,Kull the Conqueror,1997,PG-13,3,6,3
2738,"Kumiko, the Treasure Hunter",2015,NR,1,3,1
2739,Kundun,1997,PG-13,0,5,0
2740,Kung Fu Hustle,2005,R,2,8,5
2741,Kung Fu Panda,2008,PG,1,3,1
2742,Kung Fu Panda 2,2011,PG,1,4,1
2743,Kung Fu Panda 3,2016,PG,1,4,1
2744,Kung Pow!: Enter the Fist,2002,PG-13,4,6,3
2745,Kurt & Courtney,1998,R,5,1,7
2746,Labor Day,2014,PG-13,5,5,2
2747,Labyrinth of Lies,2015,R,6,5,2
2748,L.A. Confidential,1997,R,5,7,6
2749,Ladder 49,2004,PG-13,3,6,5
2750,"Ladies Man, The",2000,R,7,3,4
2751,Lady Bird,2017,R,6,3,6
2752,Lady in the Water,2006,PG-13,2,7,1
2753,"Ladykillers, The",2004,R,4,5,10
2754,Laggies,2014,R,5,3,6
2755,"Lake House, The",2006,PG,3,4,2
2756,Lake Placid,1999,R,1,8,6
2757,Lakeview Terrace,2008,PG-13,5,4,5
2758,La La Land,2016,PG-13,3,2,5
2759,Land,2021,PG-13,5,4,1
2760,Land Ho!,2014,R,5,2,5
2761,Land of Mine,2015,R,2,8,5
2762,Land of the Lost,2009,PG-13,6,5,5
2763,Language Lessons,2021,NR,2,2,5
2764,Lara Croft: Tomb Raider,2001,PG-13,3,6,3
2765,Lara Croft Tomb Raider: The Cradle of Life,2003,PG-13,3,5,3
2766,Larger Than Life,1996,PG,1,2,3
2767,Larry Crowne,2011,PG-13,5,2,5
2768,Larry the Cable Guy: Health Inspector,2006,PG-13,4,4,5
2769,Lars and the Real Girl,2007,PG-13,3,1,2
2770,Lassie,1994,PG,0,3,2
2771,Lassie,2006,PG,1,4,2
2772,Last Action Hero,1993,PG-13,1,6,4
2773,"Last Airbender, The",2010,PG,1,5,1
2774,"Last Castle, The",2001,R,2,6,7
2775,Last Chance Harvey,2008,PG-13,3,1,4
2776,Last Christmas,2019,PG-13,4,3,5
2777,Last Days,2005,R,5,4,6
2778,"Last Days of American Crime, The",2020,TV-MA,7,8,10
2779,"Last Duel, The",2021,R,8,8,5
2780,"Last Exorcism, The",2010,PG-13,3,8,4
2781,"Last Exorcism Part II, The",2013,PG-13,5,6,5
2782,Last Flag Flying,2017,R,2,4,10
2783,"Last Full Measure, The",2020,R,1,7,6
2784,Last Holiday,2005,PG-13,3,2,4
2785,"Last House on the Left, The",2009,R,9,10,8
2786,"Last King of Scotland, The",2006,R,7,9,6
2787,"Last Kiss, The",2006,R,8,3,9
2788,"Last Letter from Your Lover, The",2021,TV-14,6,3,5
2789,Last Man Standing,1996,R,4,8,5
2790,"Last Mimzy, The",2007,PG,1,3,2
2791,Last Night in Soho,2021,R,7,7,7
2792,"Last of Robin Hood, The",2014,R,6,3,5
2793,Last of the Dogmen,1995,PG,1,3,3
2794,"Last of the Mohicans, The",1992,R,2,9,2
2795,"Last Samurai, The",2003,R,1,10,3
2796,"Last Song, The",2010,PG,3,3,3
2797,"Last Stand, The",2013,R,2,8,7
2798,"Last Station, The",2009,R,7,3,4
2799,Last Vegas,2013,PG-13,6,4,5
2800,"Last Vermeer, The",2019,R,4,5,5
2801,"Last Witch Hunter, The",2015,PG-13,2,7,3
2802,Late Night,2019,R,4,3,7
2803,"Late Quartet, A",2012,R,7,3,5
2804,L’Auberge Espagnole,2003,R,7,3,7
2805,"Laundromat, The",2019,R,6,5,7
2806,Law Abiding Citizen,2009,R,6,9,9
2807,Lawless,2012,R,7,8,7
2808,Lawnmower Man,1992,R,3,5,2
2809,Lawnmower Man 2: Beyond Cyberspace,1996,PG-13,1,6,5
2810,Laws of Attraction,2004,PG-13,5,2,4
2811,Lay the Favorite,2012,R,6,3,8
2812,"Lazarus Effect, The",2015,PG-13,2,6,5
2813,LBJ,2017,R,2,3,5
2814,"League of Extraordinary Gentlemen, The",2003,PG-13,3,5,5
2815,"League of Their Own, A",1992,PG,2,0,2
2816,Lean on Pete,2018,R,3,5,10
2817,Leap!,2017,PG,1,2,1
2818,Leap of Faith,1992,PG-13,2,0,4
2819,Leap Year,2009,PG,3,3,4
2820,Leatherheads,2008,PG-13,3,4,4
2821,Leave it to Beaver,1997,PG,1,2,2
2822,Leave No Trace,2018,PG,1,3,1
2823,Le Divorce,2003,PG-13,5,4,4
2824,Lee Daniels’ The Butler,2013,PG-13,5,6,5
2825,Left Behind,2014,PG-13,2,6,2
2826,Legally Blonde,2001,PG-13,4,3,4
2827,"Legally Blonde 2: Red, White & Blonde",2003,PG-13,3,1,3
2828,Legend,2015,R,4,9,10
2829,"Legend of Bagger Vance, The",2000,PG-13,3,3,4
2830,"Legend of Drunken Master, The",1994,R,1,7,3
2831,"Legend of Hercules, The",2014,PG-13,3,7,2
2832,"Legend of Tarzan, The",2016,PG-13,3,6,2
2833,Legend of the Guardians: The Owls of Ga’Hoole,2010,PG,1,4,1
2834,"Legend of Zorro, The",2005,PG,3,6,1
2835,Legends of Oz: Dorothy’s Return,2014,PG,1,3,1
2836,Legends of the Fall,1995,R,5,8,5
2837,Legion,2009,R,2,8,7
2838,Legionnaire,1998,R,3,7,3
2839,"LEGO Batman Movie, The",2017,PG,1,3,2
2840,"Lego Movie, The",2014,PG,1,3,2
2841,"Lego Movie 2, The: The Second Part",2019,PG,1,3,2
2842,"LEGO Ninjago Movie, The",2017,PG,1,3,1
2843,"Leisure Seeker, The",2018,R,5,3,5
2844,Lemony Snicket’s A Series of Unfortunate Events,2004,PG,1,4,1
2845,Les Miserables,1998,PG-13,2,4,2
2846,Les Misérables,2012,PG-13,5,6,4
2847,Lethal Weapon 3,1992,R,2,6,7
2848,Lethal Weapon 4,1998,R,2,8,8
2849,Let Him Go,2020,R,2,6,3
2850,Let Me In,2010,R,6,9,6
2851,Let’s Be Cops,2014,R,6,6,8
2852,Letters from Iwo Jima,2007,R,0,8,2
2853,Letters to Juliet,2010,PG,3,1,2
2854,Liar Liar,1997,PG-13,3,2,4
2855,Liberal Arts,2012,PG-13,5,3,4
2856,"Libertine, The",2004,R,9,4,6
2857,Liberty Heights,1999,R,6,2,6
2858,License to Wed,2007,PG-13,5,3,5
2859,Licorice Pizza,2021,R,4,3,9
2860,"Lie, The",2020,R,2,5,6
2861,Life,1999,R,3,4,10
2862,Life,2017,R,1,7,7
2863,"Life Ahead, The",2020,PG-13,2,3,5
2864,"Life Aquatic with Steve Zissou, The",2004,R,6,5,7
2865,Life as a House,2001,R,6,4,7
2866,Life as We Know It,2010,PG-13,5,3,5
2867,"Lifeguard, The",2013,R,7,4,8
2868,Life is Beautiful,1997,PG-13,2,3,0
2869,Life Itself,2018,R,4,6,8
2870,"Life Less Ordinary, A",1997,R,2,6,6
2871,"Life of David Gale, The",2003,R,6,7,6
2872,Life of Pi,2012,PG,2,4,3
2873,Life of the Party,2018,PG-13,5,3,4
2874,Life or Something Like It,2002,PG-13,4,2,5
2875,Life Partners,2014,R,4,2,8
2876,Life With Mikey,1993,PG,1,2,3
2877,"Light Between Oceans, The",2016,PG-13,5,3,1
2878,Light from Light,2019,NR,1,2,1
2879,"Lighthouse, The",2019,R,7,7,5
2880,Light It Up,1999,R,2,5,10
2881,Lightning Jack,1994,PG-13,3,3,2
2882,Lights Out,2016,PG-13,2,5,3
2883,Like a Boss,2020,R,5,3,7
2884,Like Crazy,2011,PG-13,7,1,5
2885,Like Mike,2002,PG,2,2,3
2886,Lilo & Stitch,2002,PG,1,3,1
2887,Limbo,1999,R,3,3,7
2888,"Limey, The",1999,R,3,6,9
2889,Limitless,2011,PG-13,6,7,5
2890,Lincoln,2012,PG-13,1,6,5
2891,"Lincoln Lawyer, The",2011,R,6,7,5
2892,"Lion King, The",1994,G,0,3,0
2893,"Lion King, The",2019,PG,1,3,1
2894,"Lion King 1½, The",2004,G,0,2,0
2895,Lions for Lambs,2007,R,1,5,6
2896,Listen Up Philip,2014,NR,3,3,7
2897,Lithium Springs,2004,NR,3,2,1
2898,Little,2019,PG-13,4,3,4
2899,Little Big League,1994,PG,1,0,0
2900,Little Black Book,2004,PG-13,4,3,4
2901,Little Boy,2015,PG-13,1,5,2
2902,Little Children,2006,R,8,4,6
2903,Little City,1998,R,4,1,7
2904,Little Fockers,2010,PG-13,6,5,4
2905,Little Giants,1994,PG,1,1,1
2906,"Little Help, A",2011,R,7,4,6
2907,"Little Indian, Big City",1996,PG,2,2,3
2908,Little Man,2006,PG-13,5,5,4
2909,Little Manhattan,2005,PG,3,3,2
2910,"Little Mermaid, The",1989,G,1,3,1
2911,Little Miss Sunshine,2006,R,5,4,7
2912,Little Nicky,2000,PG-13,5,5,5
2913,"Little Princess, A",1995,G,1,3,0
2914,"Little Rascals, The",1994,PG,0,1,1
2915,Little Secrets,2002,PG,3,2,1
2916,"Little Stranger, The",2018,R,4,6,3
2917,"Little Things, The",2021,R,6,7,5
2918,"Little Vampire, The",2000,PG,0,3,1
2919,Little Women,1994,PG,0,1,0
2920,Little Women,2018,PG-13,3,4,2
2921,Little Women,2019,PG,2,3,1
2922,Live by Night,2017,R,6,8,10
2923,Live Free or Die Hard,2007,PG-13,4,6,5
2924,Living Out Loud,1998,R,6,1,6
2925,Lizzie,2018,R,7,7,3
2926,"Lizzie McGuire Movie, The",2003,PG,3,2,2
2927,"Lobster, The",2016,R,7,6,5
2928,Locke,2014,R,3,3,10
2929,Locked Down,2021,R,3,3,10
2930,Locked In,2021,R,2,6,9
2931,Lockout,2012,PG-13,2,6,5
2932,"Lock, Stock & Two Smoking Barrels",1998,R,5,9,10
2933,"Loft, The",2015,R,7,6,9
2934,Logan,2017,R,5,8,10
2935,Logan Lucky,2017,PG-13,3,5,5
2936,Lola Versus,2012,R,7,3,6
2937,London Has Fallen,2016,R,1,8,8
2938,"Loneliest Planet, The",2012,NR,7,4,4
2939,"Lone Ranger, The",2013,PG-13,3,7,3
2940,Lonesome Jim,2005,R,6,3,5
2941,Lone Survivor,2013,R,1,9,10
2942,"Longest Ride, The",2015,PG-13,5,4,3
2943,"Longest Yard, The",2005,PG-13,5,6,5
2944,"Long Kiss Goodnight, The",1996,R,3,9,9
2945,Long Shot,2019,R,7,4,10
2946,"Longshots, The",2008,PG,3,3,4
2947,Looking for Comedy in the Muslim World,2005,PG-13,3,2,4
2948,"Lookout, The",2007,R,6,7,7
2949,Look Who’s Talking Now!,1993,PG-13,3,3,1
2950,Looney Tunes: Back in Action,2003,PG,2,3,2
2951,Looper,2012,R,7,8,7
2952,Loosies,2012,PG-13,6,5,5
2953,Lord of Illusions,1995,R,5,9,7
2954,"Lord of the Rings: Return of the King, The",2003,PG-13,1,7,1
2955,"Lord of the Rings: The Fellowship of the Ring, The",2001,PG-13,1,7,1
2956,"Lord of the Rings: The Two Towers, The",2002,PG-13,1,7,1
2957,Lord of War,2005,R,7,8,10
2958,Lords of Dogtown,2005,PG-13,6,5,5
2959,Lore,2012,NR,6,7,4
2960,Lorenzo’s Oil,1993,PG-13,0,2,1
2961,Loser,2000,PG-13,4,3,5
2962,"Losers, The",2010,PG-13,6,7,5
2963,Losing Isaiah,1995,R,2,3,5
2964,"Lost Daughter, The",2021,R,6,4,9
2965,Lost & Found,1999,PG-13,3,4,4
2966,Lost Bullet (Balle Perdue),2020,TV-MA,1,7,9
2967,Lost Girls,2020,R,3,4,7
2968,"Lost Husband, The",2020,PG-13,2,2,4
2969,Lost in Space,1998,PG-13,1,4,3
2970,Lost In Translation,2003,R,6,2,4
2971,Lost in Yonkers,1993,PG,2,2,1
2972,"Lost World: Jurassic Park, The",1997,PG-13,0,7,3
2973,"Lot Like Love, A",2005,PG-13,6,3,6
2974,Lottery Ticket,2010,PG-13,6,5,5
2975,Love Actually,2003,R,7,1,6
2976,Love and a Bullet,2002,R,6,7,10
2977,Love and Basketball,2000,PG-13,5,3,5
2978,Love and Death on Long Island,1998,PG-13,4,2,6
2979,Love & Friendship,2016,PG,2,1,1
2980,Love and Monsters,2020,PG-13,3,6,4
2981,Love & Other Drugs,2010,R,10,3,9
2982,"Lovebirds, The",2020,R,6,5,10
2983,Love Crime (Crime d’amour),2011,R,6,6,5
2984,Love Don’t Cost a Thing,2003,PG-13,5,3,4
2985,Love Field,1993,PG-13,2,3,4
2986,"Love, Guaranteed",2020,TV-PG,1,2,3
2987,"Love Guru, The",2008,PG-13,7,4,5
2988,Love Happens,2009,PG-13,4,3,4
2989,Love Hard,2021,TV-MA,3,3,5
2990,Love in the Time of Cholera,2007,R,9,4,5
2991,Love is All You Need,2013,R,6,4,6
2992,Love Is Strange,2014,R,3,2,5
2993,Lovelace,2013,R,9,6,6
2994,"Love Letter, The",1999,R,5,1,5
2995,Lovely and Amazing,2002,R,6,3,6
2996,"Lovely Bones, The",2009,PG-13,4,7,5
2997,"Lovers, The",2017,R,7,3,6
2998,"Love, Simon",2018,PG-13,4,2,5
2999,Love The Coopers,2015,PG-13,5,3,3
3000,"Love, Wedding, Repeat",2020,TV-MA,5,4,8
3001,Loving,2016,PG-13,2,2,3
3002,"Low Down Dirty Shame, A",1994,R,6,5,7
3003,Luca,2021,PG,1,3,2
3004,Lucky Numbers,2000,R,7,5,10
3005,Lucky Number Slevin,2006,R,7,8,8
3006,"Lucky One, The",2012,PG-13,6,5,4
3007,"Lucky Ones, The",2008,R,6,4,7
3008,Lucky You,2007,PG-13,4,2,3
3009,Lucy,2014,R,4,7,4
3010,Lucy in the Sky,2019,R,5,5,6
3011,"Lust, Caution",2007,NC-17,10,7,5
3012,Ma,2019,R,6,7,8
3013,Mac,1993,R,6,4,8
3014,MacGruber,2010,R,8,9,8
3015,Machete,2010,R,8,10,8
3016,Machete Kills,2013,R,5,9,10
3017,Machine Gun Preacher,2011,R,6,8,8
3018,Madagascar,2005,PG,1,4,2
3019,Madagascar: Escape 2 Africa,2008,PG,2,3,2
3020,Madagascar 3: Europe’s Most Wanted,2012,PG,2,3,1
3021,Mad City,1997,PG-13,1,5,5
3022,Mad Dog and Glory,1993,R,6,6,6
3023,"Madea Family Funeral, A",2019,PG-13,5,3,5
3024,Madea’s Family Reunion,2006,PG-13,4,5,4
3025,Madea’s Witness Protection,2012,PG-13,4,4,4
3026,Made in America,1993,PG-13,5,0,3
3027,Made in Dagenham,2010,R,6,3,6
3028,Made in Italy,2020,R,3,2,6
3029,Madeline,1998,PG,1,2,2
3030,Made of Honor,2008,PG-13,6,4,5
3031,Mad Hot Ballroom,2005,PG,2,2,1
3032,Madison,2005,PG,2,2,3
3033,Mad Love,1995,PG-13,4,3,5
3034,Mad Max: Fury Road,2015,R,5,8,5
3035,Mad Money,2008,PG-13,4,3,5
3036,Mafia!,1998,PG-13,4,4,5
3037,Magdalene Sisters,2003,R,8,6,6
3038,Magic in the Moonlight,2014,PG-13,2,2,3
3039,Magic in the Water,1995,PG,1,2,3
3040,Magic Mike,2012,R,8,4,10
3041,Magic Mike XXL,2015,R,8,2,10
3042,"Magic of Belle Isle, The",2012,PG,1,3,2
3043,"Magnificent Seven, The",2016,PG-13,3,6,4
3044,Magnolia,1999,R,7,6,10
3045,Maid In Manhattan,2002,PG-13,4,1,4
3046,"Main Event, The",2020,NR,2,4,5
3047,"Majestic, The",2001,PG,2,3,4
3048,Major League II,1994,PG,2,2,3
3049,Major League III: Back to the Minors,1998,PG-13,2,2,5
3050,Major Payne,1995,PG-13,1,3,3
3051,Malcolm & Marie,2021,R,5,3,10
3052,Malcolm X,1992,PG-13,2,5,6
3053,Maleficent,2014,PG,1,4,2
3054,Maleficent: Mistress of Evil,2019,PG,3,4,1
3055,Malibu’s Most Wanted,2003,PG-13,5,4,6
3056,Malice,1993,R,6,7,6
3057,Malignant,2021,R,2,9,6
3058,Mallrats,1995,R,5,2,8
3059,Mama,2013,PG-13,4,7,5
3060,"Mambo Kings, The",1992,R,7,4,1
3061,Mamma Mia!,2008,PG-13,4,1,3
3062,Mamma Mia! Here We Go Again,2018,PG-13,4,2,1
3063,"Man, The",2005,PG-13,3,5,6
3064,"Man Apart, A",2003,R,7,9,10
3065,Manchester by the Sea,2016,R,6,5,10
3066,"Manchurian Candidate, The",2004,R,4,8,5
3067,Mandela: Long Walk to Freedom,2013,PG-13,4,7,3
3068,"Man from U.N.C.L.E., The",2015,PG-13,4,6,3
3069,"Mangler, The",1995,R,2,9,7
3070,Manhattan Murder Mystery,1993,PG,1,2,0
3071,"Man in the Iron Mask, The",1998,PG-13,4,5,3
3072,Mank,2020,R,4,4,5
3073,Man of Steel,2013,PG-13,3,6,3
3074,Man of the Century,1999,R,3,2,9
3075,Man of the House,1995,PG,1,3,0
3076,Man of the House,2005,PG-13,5,5,4
3077,Man of the Year,2006,PG-13,4,4,5
3078,Man on a Ledge,2012,PG-13,3,5,5
3079,Man on Fire,2004,R,4,10,6
3080,Man on the Moon,1999,R,5,4,6
3081,Manou the Swift,2019,NR,1,3,1
3082,Mansfield Park,1999,PG-13,4,2,1
3083,"Man Who Copied, The",2003,R,5,6,5
3084,"Man Who Invented Christmas, The",2017,PG,1,2,1
3085,"Man Who Wasn’t There, The",2001,R,4,6,4
3086,"Man Without a Face, The",1993,PG-13,3,1,5
3087,"Man with the Iron Fists, The",2012,R,7,8,6
3088,"Many Saints of Newark, The",2021,R,7,8,10
3089,Map of the Human Heart,1993,R,6,6,5
3090,Maps to the Stars,2015,R,10,7,9
3091,Ma Rainey’s Black Bottom,2020,R,6,5,6
3092,March of the Penguins,2005,G,3,3,0
3093,Margaret,2011,R,8,6,7
3094,Margin Call,2011,R,3,2,10
3095,Margot at the Wedding,2007,R,8,5,8
3096,Marie Antoinette,2006,PG-13,7,3,2
3097,"Marine, The",2006,PG-13,5,7,5
3098,Mark Felt: The Man Who Brought Down the White House,2017,PG-13,1,2,5
3099,Marley & Me,2008,PG,5,4,4
3100,Marmaduke,2010,PG,1,2,1
3101,Marriage Story,2019,R,4,4,8
3102,Married Life,2008,PG-13,3,1,1
3103,Married to It,1991,R,5,0,7
3104,Marry Me,2022,PG-13,4,2,5
3105,Mars Attacks!,1996,PG-13,3,7,3
3106,Marshall,2017,PG-13,6,5,5
3107,Mars Needs Moms,2011,PG,1,4,1
3108,Martha Marcy May Marlene,2011,R,8,6,6
3109,"Martian, The",2015,PG-13,3,5,5
3110,Martian Child,2007,PG,2,2,3
3111,Mary Poppins Returns,2018,PG,1,2,1
3112,Mary Queen of Scots,2018,R,6,7,3
3113,Mary Reilly,1996,R,3,7,1
3114,Mary Shelley’s Frankenstein,1994,R,5,7,2
3115,M*A*S*H,1970,R,6,6,5
3116,"Mask, The",1994,PG-13,2,4,3
3117,"Mask of Zorro, The",1998,PG-13,3,7,2
3118,"Master, The",2012,R,8,5,9
3119,Master and Commander: The Far Side of the World,2003,PG-13,3,6,5
3120,Masterminds,1997,PG-13,1,6,4
3121,Masterminds,2016,PG-13,3,4,5
3122,"Master of Disguise, The",2002,PG,3,3,3
3123,Matchstick Men,2003,PG-13,5,5,5
3124,Matilda,1996,PG,0,3,2
3125,Matinee,1993,PG,1,2,1
3126,"Matrix, The",1999,R,2,7,5
3127,"Matrix Reloaded, The",2002,R,6,7,5
3128,"Matrix Resurrections, The",2021,R,4,6,5
3129,"Matrix Revolutions, The",2003,R,5,7,4
3130,Maudie,2017,PG-13,5,3,2
3131,Maverick,1994,PG,2,3,3
3132,Max,2015,PG,1,4,2
3133,Maximum Risk,1996,R,5,9,5
3134,Max Keeble’s Big Move,2001,PG,3,4,3
3135,Max Payne,2008,PG-13,4,6,5
3136,Max Steel,2016,PG-13,1,5,4
3137,Max Winslow and the House of Secrets,2019,PG,2,4,2
3138,"Maze Runner, The",2014,PG-13,1,6,4
3139,Maze Runner: The Death Cure,2017,PG-13,1,5,4
3140,Maze Runner: The Scorch Trials,2015,PG-13,2,6,4
3141,McCabe & Mrs. Miller,1971,R,7,7,5
3142,McFarland USA,2015,PG,2,4,2
3143,McHale’s Navy,1997,PG,1,3,3
3144,Mean Creek,2004,R,4,5,8
3145,Me and Earl and the Dying Girl,2015,PG-13,4,4,5
3146,Me and Orson Welles,2009,PG-13,3,3,4
3147,Mean Girls,2004,PG-13,5,4,4
3148,Me Before You,2016,PG-13,3,2,2
3149,"Mechanic, The",2011,R,7,8,6
3150,Mechanic: Resurrection,2016,R,5,6,5
3151,"Medallion, The",2003,PG-13,2,5,3
3152,"Meddler, The",2016,PG-13,2,3,5
3153,Meek’s Cutoff,2011,PG,2,3,3
3154,Meet Dave,2008,PG,2,3,2
3155,Meet Joe Black,1998,PG-13,4,3,6
3156,Meet the Blacks,2016,R,5,6,10
3157,Meet the Deedles,1998,PG,2,3,2
3158,Meet the Fockers,2004,PG-13,6,4,4
3159,Meet the Parents,2000,PG-13,3,2,6
3160,Meet the Robinsons,2007,G,1,3,1
3161,Meet the Spartans,2008,PG-13,7,7,5
3162,Meet Wally Sparks,1997,R,6,3,6
3163,"Meg, The",2018,PG-13,1,6,4
3164,Megamind,2010,PG,2,4,3
3165,Megan Leavey,2017,PG-13,3,5,5
3166,Melancholia,2011,R,7,4,5
3167,Memoirs of a Geisha,2005,PG-13,5,5,3
3168,"Me, Myself & Irene",2000,R,6,6,10
3169,Menace II Society,1993,R,2,9,9
3170,Men in Black,1997,PG-13,1,5,4
3171,Men in Black: International,2019,PG-13,3,5,4
3172,Men In Black II,2002,PG-13,2,5,4
3173,Men In Black 3,2012,PG-13,3,5,4
3174,Men of Honor,2000,R,3,5,7
3175,Mental,2013,R,5,6,6
3176,"Men Who Stare at Goats, The",2009,R,6,5,7
3177,"Men, Women and Children",2014,R,9,5,7
3178,Mercury Rising,1998,R,0,7,6
3179,"Merry Gentleman, The",2009,R,6,5,5
3180,"Merry Men 2, The: Another Mission",2019,TV-MA,4,5,5
3181,Message in a Bottle,1999,PG-13,3,2,3
3182,"Messenger, The",2009,R,8,6,7
3183,"Messenger, The: The Story of Joan of Arc",1999,R,3,9,6
3184,"Messengers, The",2007,PG-13,3,7,3
3185,"Meteor Man, The",1993,PG,1,4,2
3186,Metro,1997,R,3,8,9
3187,"Mexican, The",2001,R,3,7,10
3188,Mia and the Migoo,2008,PG,1,3,3
3189,Mia and the White Lion,2019,PG,1,4,4
3190,Miami Vice,2006,R,7,8,6
3191,Michael,1997,PG,2,2,2
3192,Michael Clayton,2007,R,4,5,6
3193,Michael Collins,1996,R,1,8,8
3194,Michael Jackson: This Is It,2009,PG,3,3,1
3195,Mickey Blue Eyes,1999,PG-13,4,5,5
3196,Micmacs,2010,R,7,6,4
3197,Middle of Nowhere,2012,R,4,3,5
3198,Middle School: The Worst Years of My Life,2016,PG,2,3,3
3199,Midnight in Paris,2011,PG-13,4,2,4
3200,Midnight in the Garden of Good and Evil,1997,R,3,5,7
3201,Midnight in the Switchgrass,2021,R,6,6,10
3202,"Midnight Sky, The",2020,PG-13,1,6,5
3203,Midnight Special,2016,PG-13,0,5,2
3204,Mid90s,2018,R,5,5,10
3205,Midsommar,2019,R,8,10,8
3206,"Midsummer Night’s Dream, A",1999,PG-13,6,2,2
3207,Midway,2019,PG-13,2,5,5
3208,"Mighty, The",1998,PG-13,0,5,3
3209,Mighty Ducks,1992,PG,1,2,2
3210,"Mighty Heart, A",2007,R,4,4,6
3211,Mighty Joe Young,1998,PG,1,5,1
3212,"Mighty Macs, The",2011,G,3,1,1
3213,Mighty Morphin Power Rangers: The Movie,1995,PG,1,3,1
3214,"Mighty Wind, A",2003,PG-13,4,2,4
3215,Mike and Dave Need Wedding Dates,2016,R,8,5,10
3216,Mile 22,2018,R,2,8,10
3217,Miles Ahead,2016,R,6,6,10
3218,Military Wives,2019,PG-13,3,2,5
3219,Milk,2008,R,8,6,6
3220,Milk Money,1994,PG-13,4,3,3
3221,Million Dollar Arm,2014,PG,3,2,2
3222,Million Dollar Baby,2005,PG-13,2,6,5
3223,Millions,2005,PG,3,3,3
3224,"Million Ways to Die in the West, A",2014,R,7,6,10
3225,Mimic,1997,R,1,7,6
3226,Minari,2020,PG-13,1,4,4
3227,Mindhunters,2005,R,6,10,7
3228,Minions,2015,PG,2,4,2
3229,Minority Report,2002,PG-13,5,6,5
3230,Miracle,2004,PG,2,4,3
3231,Miracle at St. Anna,2008,R,7,9,7
3232,Miracle On 34th Street,1994,PG,3,1,3
3233,"Miracle Season, The",2018,PG,2,3,3
3234,Miracles from Heaven,2016,PG,2,3,1
3235,"Mirror Has Two Faces, The",1996,PG-13,4,1,5
3236,"Mirror, Mirror",2012,PG,3,4,2
3237,Mirrors,2008,R,5,8,5
3238,Misery Loves Comedy,2015,NR,4,2,9
3239,Miss Bala,2019,PG-13,5,6,5
3240,Miss Congeniality,2000,PG-13,4,4,5
3241,Miss Congeniality 2: Armed and Fabulous,2005,PG-13,3,4,3
3242,"Missing, The",2003,R,4,8,3
3243,Missing Link,2019,PG,1,3,2
3244,Mission: Impossible,1996,PG-13,1,5,3
3245,Mission: Impossible – Fallout,2018,PG-13,1,6,5
3246,Mission: Impossible – Ghost Protocol,2011,PG-13,2,6,4
3247,Mission: Impossible – Rogue Nation,2015,PG-13,3,6,4
3248,Mission: Impossible 2,2000,PG-13,3,6,4
3249,Mission: Impossible III,2006,PG-13,5,7,4
3250,Mission to Mars,2000,PG,1,4,3
3251,Mississippi Grind,2015,R,4,5,7
3252,Miss March,2009,R,8,5,10
3253,Miss Peregrine’s Home for Peculiar Children,2016,PG-13,1,5,3
3254,Miss Pettigrew Lives for a Day,2008,PG-13,5,2,3
3255,Miss Potter,2006,PG,2,2,1
3256,Miss Sloane,2016,R,5,3,6
3257,"Mist, The",2007,R,2,9,6
3258,Mistress America,2015,R,5,3,7
3259,"Mitchells vs. the Machines, The",2021,PG,1,4,1
3260,Moana,2016,PG,1,3,1
3261,Modern Persuasion,2020,NR,3,2,3
3262,"Mod Squad, The",1999,R,5,5,8
3263,Moll Flanders,1996,PG-13,5,3,2
3264,Molly’s Game,2017,R,4,5,7
3265,Mom & Dad Save The World,1992,PG,1,1,1
3266,Moms’ Night Out,2014,PG,1,3,2
3267,Mona Lisa Smile,2003,PG-13,4,2,4
3268,Mondays in the Sun,2003,R,4,3,8
3269,Moneyball,2011,PG-13,1,2,5
3270,Money Kings,1998,R,3,4,10
3271,Money Monster,2016,R,5,5,10
3272,Money Talks,1997,R,2,7,7
3273,Mongol,2007,R,6,8,4
3274,Monkeybone,2001,PG-13,7,6,4
